"lb" "ub" "rho"
3930101 3930200 2.04
3930201 3930300 5.101
3934901 3935000 3.061
3943501 3943600 0
3943701 3943800 2.04
3944401 3944500 1.02
3945501 3945600 0
4048101 4048200 0
4094101 4094200 0
4094401 4094500 51.01
4100901 4101000 0
4148301 4148400 6.121
4178601 4178700 0
4178701 4178800 59.172
4178801 4178900 2.04
4180301 4180400 0
4209301 4209400 0
4218601 4218700 0
4218701 4218800 2.04
4219101 4219200 49.99
4516601 4516700 2.04
4806901 4807000 0
4962401 4962500 62.232
5046801 5046900 2.04
5178401 5178500 1.02
5189001 5189100 2.04
5513601 5513700 0
5583101 5583200 0
5693401 5693500 0
5698301 5698400 0
5698401 5698500 1.02
5788801 5788900 0
5793001 5793100 2.04
5793301 5793400 29.586
5823301 5823400 3.061
5992401 5992500 11.222
6004401 6004500 0
6023801 6023900 0
6070301 6070400 2.04
6097501 6097600 7.141
6206001 6206100 4.081
6210801 6210900 0
6224601 6224700 2.04
6230101 6230200 40.808
6292901 6293000 59.172
6294701 6294800 17.343
6294901 6295000 7.141
6306701 6306800 0
6394801 6394900 7.141
6423701 6423800 0
6430601 6430700 0
6431301 6431400 3.061
6492701 6492800 0
6493201 6493300 0
6564901 6565000 3.061
6638501 6638600 4.081
6803301 6803400 13.263
6818501 6818600 0
6827101 6827200 3.061
6841401 6841500 2.04
6862101 6862200 7.141
6867301 6867400 4.081
7071801 7071900 0
7071901 7072000 0
7076801 7076900 0
7081001 7081100 1.02
7081501 7081600 0
7099601 7099700 7.141
7100701 7100800 5.101
7140201 7140300 99.98
7143901 7144000 0
7144001 7144100 0
7144101 7144200 1.02
7145201 7145300 0
7149601 7149700 5.101
7324201 7324300 0
7325101 7325200 0
7351501 7351600 43.869
7361201 7361300 3.061
7445401 7445500 13.263
7484701 7484800 0
7503201 7503300 0
7544101 7544200 2.04
7544401 7544500 2.04
7590101 7590200 15.303
7591901 7592000 0
7596101 7596200 20.404
7597401 7597500 4.081
7600101 7600200 3.061
7602401 7602500 0
7613501 7613600 41.828
7616401 7616500 4.081
7617101 7617200 19.384
7626601 7626700 3.061
7627301 7627400 22.444
7627601 7627700 3.061
7628001 7628100 1.02
7631901 7632000 0
7634401 7634500 25.505
7639001 7639100 51.01
7648501 7648600 13.263
7648801 7648900 1.02
7656501 7656600 13.263
7660801 7660900 0
7666401 7666500 0
7668701 7668800 0
7677101 7677200 35.707
7798301 7798400 0
7801601 7801700 36.727
7809401 7809500 0
7811001 7811100 7.141
7813801 7813900 2.04
7835901 7836000 2.04
7854201 7854300 3.061
7866801 7866900 2.04
7869701 7869800 0
7881901 7882000 73.455
7888901 7889000 5.101
7889001 7889100 3.061
7890701 7890800 4.081
7891101 7891200 0
7892301 7892400 0
7901801 7901900 0
7901901 7902000 0
7903601 7903700 13.263
7914801 7914900 2.04
7945901 7946000 49.99
7947901 7948000 3.061
7951601 7951700 6.121
7953501 7953600 4.081
7956501 7956600 0
7957401 7957500 1.02
7986901 7987000 25.505
8016601 8016700 0
8029401 8029500 10.202
8035001 8035100 29.586
8035501 8035600 17.343
8049401 8049500 0
8050801 8050900 37.747
8059401 8059500 52.03
8061101 8061200 45.909
8074601 8074700 2.04
8076801 8076900 1.02
8079201 8079300 4.081
8084301 8084400 12.242
8094901 8095000 8.162
8104001 8104100 15.303
8105201 8105300 2.04
8105501 8105600 2.04
8129001 8129100 4.081
8131201 8131300 1.02
8131701 8131800 8.162
8136001 8136100 0
8157401 8157500 4.081
8157501 8157600 2.04
8180301 8180400 0
8217001 8217100 1.02
8225201 8225300 2.04
8232501 8232600 5.101
8237001 8237100 2.04
8239601 8239700 20.404
8313301 8313400 0
8315401 8315500 13.263
8319301 8319400 8.162
8324901 8325000 2.04
8327501 8327600 101
8328501 8328600 6.121
8349501 8349600 24.485
8358401 8358500 4.081
8373601 8373700 0
8383901 8384000 10.202
8395601 8395700 0
8402301 8402400 37.747
8402801 8402900 24.485
8407301 8407400 25.505
8408501 8408600 0
8412501 8412600 0
8414201 8414300 17.343
8415401 8415500 55.091
8418201 8418300 1.02
8423101 8423200 0
8423401 8423500 0
8423501 8423600 0
8432501 8432600 28.566
8433301 8433400 1.02
8433701 8433800 0
8434901 8435000 3.061
8445901 8446000 15.303
8446001 8446100 2.04
8446301 8446400 2.04
8456401 8456500 18.364
8458801 8458900 3.061
8459101 8459200 6.121
8480301 8480400 2.04
8483801 8483900 1.02
8484901 8485000 10.202
8489301 8489400 8.162
8491501 8491600 15.303
8495801 8495900 20.404
8496301 8496400 58.152
8496801 8496900 0
8498301 8498400 7.141
8498901 8499000 3.061
8500201 8500300 0
8503901 8504000 2.04
8517901 8518000 0
8519101 8519200 3.061
8519901 8520000 22.444
8520101 8520200 14.283
8520501 8520600 1.02
8520801 8520900 65.293
8522101 8522200 1.02
8522801 8522900 2.04
8522901 8523000 5.101
8526301 8526400 0
8528301 8528400 0
8529601 8529700 7.141
8533901 8534000 11.222
8534701 8534800 6.121
8538701 8538800 25.505
8539101 8539200 1.02
8540401 8540500 10.202
8540901 8541000 0
8543601 8543700 2.04
8543701 8543800 0
8544401 8544500 2.04
8544501 8544600 4.081
8551801 8551900 91.818
8553201 8553300 0
8554401 8554500 1.02
8554801 8554900 18.364
8555901 8556000 8.162
8556001 8556100 8.162
8559001 8559100 4.081
8559601 8559700 69.374
8574701 8574800 2.04
8574801 8574900 0
8607801 8607900 2.04
8608101 8608200 7.141
8608201 8608300 2.04
8612001 8612100 3.061
8612101 8612200 0
8613701 8613800 95.899
8616901 8617000 0
8618401 8618500 0
8624001 8624100 0
8632801 8632900 38.768
8640101 8640200 25.505
8648401 8648500 14.283
8650001 8650100 83.657
8651901 8652000 3.061
8652201 8652300 0
8653001 8653100 7.141
8658101 8658200 0
8659001 8659100 2.04
8669401 8669500 0
8677201 8677300 2.04
8679801 8679900 1.02
8679901 8680000 3.061
8682001 8682100 9.182
8734201 8734300 0
8734401 8734500 2.04
8755001 8755100 8.162
8755601 8755700 0
8759801 8759900 23.465
8760101 8760200 20.404
8802701 8802800 17.343
8803101 8803200 101
8807201 8807300 26.525
8808401 8808500 11.222
8808701 8808800 2.04
8809301 8809400 6.121
8811501 8811600 2.04
8811601 8811700 0
8817501 8817600 0
8819301 8819400 0
8837701 8837800 46.929
8843601 8843700 63.253
8847501 8847600 6.121
8851901 8852000 3.061
8856601 8856700 2.04
8871301 8871400 3.061
8871401 8871500 0
8872601 8872700 6.121
8889101 8889200 54.071
8900501 8900600 78.556
8918901 8919000 1.02
8921701 8921800 0
8936501 8936600 0
8938101 8938200 6.121
8938601 8938700 20.404
8961401 8961500 2.04
8966401 8966500 4.081
8967101 8967200 0
8989501 8989600 0
8991601 8991700 77.535
8993201 8993300 28.566
9003301 9003400 0
9004001 9004100 0
9005201 9005300 0
9006301 9006400 8.162
9007601 9007700 0
9007701 9007800 0
9008201 9008300 28.566
9011101 9011200 0
9058401 9058500 12.242
9118301 9118400 0
9122201 9122300 2.04
9124601 9124700 2.04
9131501 9131600 31.626
9144501 9144600 0
9145701 9145800 0
9147001 9147100 17.343
9147901 9148000 6.121
9148801 9148900 33.667
9156901 9157000 7.141
9157401 9157500 0
9158201 9158300 0
9158501 9158600 2.04
9160101 9160200 0
9161201 9161300 3.061
9163601 9163700 15.303
9164901 9165000 0
9167301 9167400 61.212
9172801 9172900 26.525
9183901 9184000 33.667
9184201 9184300 0
9187401 9187500 8.162
9187601 9187700 0
9250201 9250300 0
9251101 9251200 13.263
9256301 9256400 17.343
9292901 9293000 2.04
9326501 9326600 0
9328001 9328100 0
9328501 9328600 7.141
9341501 9341600 2.04
9349001 9349100 24.485
9364201 9364300 5.101
9368401 9368500 29.586
9375501 9375600 8.162
9381601 9381700 1.02
9383501 9383600 0
9386201 9386300 0
9389001 9389100 31.626
9393601 9393700 6.121
9405701 9405800 15.303
9406001 9406100 4.081
9406201 9406300 0
9467101 9467200 13.263
9469001 9469100 3.061
9469101 9469200 0
9470701 9470800 6.121
9473901 9474000 35.707
9485301 9485400 0
9487001 9487100 2.04
9504301 9504400 3.061
9507301 9507400 0
9508201 9508300 4.081
9528901 9529000 13.263
9529601 9529700 2.04
9534201 9534300 4.081
9534601 9534700 3.061
9558001 9558100 0
9590501 9590600 0
9605201 9605300 1.02
9613501 9613600 5.101
9618501 9618600 1.02
9629701 9629800 11.222
9631801 9631900 2.04
9632001 9632100 21.424
9635201 9635300 3.061
9640201 9640300 4.081
9659301 9659400 17.343
9662101 9662200 0
9666101 9666200 5.101
9667001 9667100 3.061
9672701 9672800 5.101
9679701 9679800 3.061
9679901 9680000 3.061
9700101 9700200 2.04
9702501 9702600 3.061
9706201 9706300 0
9706701 9706800 2.04
9715101 9715200 2.04
9715201 9715300 0
9715301 9715400 4.081
9729201 9729300 4.081
9732901 9733000 4.081
9733301 9733400 49.99
9733501 9733600 51.01
9734601 9734700 0
9743101 9743200 2.04
9765801 9765900 0
9777801 9777900 7.141
9782001 9782100 20.404
9786501 9786600 3.061
9790201 9790300 3.061
9820601 9820700 48.97
9823601 9823700 0
9826501 9826600 2.04
9838901 9839000 0
9849901 9850000 1.02
9887401 9887500 10.202
9887501 9887600 0
9887901 9888000 16.323
10011001 10011100 2.04
10014001 10014100 6.121
10026701 10026800 0
10028801 10028900 26.525
10036001 10036100 49.99
10036101 10036200 10.202
10041201 10041300 3.061
10041701 10041800 5.101
10047801 10047900 17.343
10049801 10049900 64.273
10050101 10050200 44.889
10061701 10061800 2.04
10063601 10063700 3.061
10063801 10063900 33.667
10064001 10064100 12.242
10074801 10074900 9.182
10075001 10075100 3.061
10078401 10078500 26.525
10078701 10078800 31.626
10081101 10081200 25.505
10083101 10083200 3.061
10083401 10083500 19.384
10085401 10085500 0
10086001 10086100 20.404
10087701 10087800 22.444
10092701 10092800 1.02
10093701 10093800 20.404
10093801 10093900 51.01
10094501 10094600 2.04
10095401 10095500 2.04
10097301 10097400 0
10097701 10097800 87.737
10098101 10098200 0
10098601 10098700 34.687
10099701 10099800 3.061
10104701 10104800 47.949
10105301 10105400 2.04
10105801 10105900 27.545
10161301 10161400 18.364
10181101 10181200 0
10184601 10184700 0
10189301 10189400 0
10191801 10191900 7.141
10193501 10193600 14.283
10194501 10194600 5.101
10194601 10194700 6.121
10194701 10194800 2.04
10202101 10202200 0
10203201 10203300 2.04
10204501 10204600 16.323
10205801 10205900 1.02
10209001 10209100 10.202
10209401 10209500 35.707
10214701 10214800 0
10216101 10216200 1.02
10219401 10219500 16.323
10219701 10219800 0
10222501 10222600 9.182
10222901 10223000 101
10226201 10226300 27.545
10229301 10229400 14.283
10234101 10234200 0
10234201 10234300 18.364
10235701 10235800 0
10238701 10238800 0
10238901 10239000 9.182
10246601 10246700 3.061
10247301 10247400 11.222
10250701 10250800 56.111
10275501 10275600 0
10292201 10292300 42.848
10295201 10295300 14.283
10300801 10300900 28.566
10301501 10301600 75.495
10304301 10304400 9.182
10306901 10307000 15.303
10310601 10310700 0
10330301 10330400 20.404
10333301 10333400 2.04
10337901 10338000 4.081
10338101 10338200 3.061
10338801 10338900 2.04
10356401 10356500 2.04
10378401 10378500 21.424
10387701 10387800 0
10423401 10423500 13.263
10423901 10424000 13.263
10429601 10429700 99.98
10439901 10440000 14.283
10443901 10444000 19.384
10446401 10446500 0
10447501 10447600 0
10450801 10450900 63.253
10456101 10456200 3.061
10472201 10472300 8.162
10483001 10483100 10.202
10486701 10486800 3.061
10489301 10489400 6.121
10501001 10501100 37.747
10507701 10507800 6.121
10512501 10512600 2.04
10516401 10516500 4.081
10520101 10520200 1.02
10529101 10529200 12.242
10529701 10529800 38.768
10545701 10545800 3.061
10546301 10546400 1.02
10555901 10556000 2.04
10585801 10585900 15.303
10589001 10589100 7.141
10589901 10590000 34.687
10596601 10596700 0
10611701 10611800 15.303
10612701 10612800 0
10616801 10616900 2.04
10625601 10625700 0
10626501 10626600 0
10640301 10640400 12.242
10642001 10642100 1.02
10645401 10645500 4.081
10645801 10645900 9.182
10648501 10648600 15.303
10667001 10667100 17.343
10673601 10673700 1.02
10675801 10675900 53.051
10676101 10676200 11.222
10677501 10677600 3.061
10708101 10708200 0
10708301 10708400 5.101
10726901 10727000 5.101
10741301 10741400 5.101
10741401 10741500 3.061
10742901 10743000 3.061
10746101 10746200 5.101
10747601 10747700 27.545
10760701 10760800 7.141
10769901 10770000 0
10771101 10771200 4.081
10771201 10771300 0
10771601 10771700 0
10771701 10771800 3.061
10773901 10774000 83.657
10775601 10775700 14.283
10776901 10777000 8.162
10777201 10777300 0
10778101 10778200 38.768
10788301 10788400 5.101
10793701 10793800 6.121
10812701 10812800 3.061
10833401 10833500 10.202
10833601 10833700 3.061
10833901 10834000 20.404
10835001 10835100 22.444
10836401 10836500 3.061
10838201 10838300 2.04
10840001 10840100 9.182
10840401 10840500 4.081
10843201 10843300 2.04
10852801 10852900 2.04
10853001 10853100 8.162
10853401 10853500 0
10887001 10887100 11.222
10888601 10888700 4.081
10892001 10892100 9.182
10892101 10892200 11.222
10902601 10902700 3.061
10903401 10903500 17.343
10903801 10903900 11.222
10904701 10904800 6.121
10906301 10906400 9.182
10906901 10907000 60.192
10907901 10908000 9.182
10912001 10912100 18.364
10940601 10940700 0
10956601 10956700 2.04
10958901 10959000 5.101
10974001 10974100 2.04
10985501 10985600 2.04
10986101 10986200 18.364
11005201 11005300 1.02
11038901 11039000 4.081
11045301 11045400 3.061
11050201 11050300 0
11106801 11106900 3.061
11137201 11137300 8.162
11300801 11300900 5.101
11315901 11316000 2.04
11329601 11329700 30.606
11331801 11331900 2.04
11338701 11338800 3.061
11344401 11344500 10.202
11344701 11344800 2.04
11348701 11348800 60.192
11349101 11349200 4.081
11355501 11355600 2.04
11377401 11377500 2.04
11388401 11388500 8.162
11395201 11395300 1.02
11407601 11407700 12.242
11411501 11411600 10.202
11412101 11412200 5.101
11416201 11416300 9.182
11417001 11417100 1.02
11442201 11442300 5.101
11442301 11442400 4.081
11471501 11471600 4.081
11480901 11481000 26.525
11544101 11544200 9.182
11682801 11682900 0
11682901 11683000 16.323
11683001 11683100 1.02
11726701 11726800 1.02
11727101 11727200 3.061
11727701 11727800 20.404
11729501 11729600 5.101
11729601 11729700 12.242
11753501 11753600 0
11753801 11753900 8.162
11780601 11780700 79.576
11788201 11788300 0
11789601 11789700 0
11805401 11805500 7.141
11806601 11806700 0
11807701 11807800 6.121
11810201 11810300 3.061
11813701 11813800 6.121
11815201 11815300 0
11816801 11816900 8.162
11817701 11817800 9.182
11818501 11818600 0
11818601 11818700 3.061
11824301 11824400 4.081
11825701 11825800 2.04
11827301 11827400 19.384
11831401 11831500 0
11831701 11831800 9.182
11835201 11835300 1.02
11835901 11836000 1.02
11837201 11837300 59.172
11841501 11841600 0
11844801 11844900 33.667
11845101 11845200 6.121
11847001 11847100 0
11852901 11853000 9.182
11853501 11853600 4.081
11865801 11865900 3.061
11869201 11869300 2.04
11869701 11869800 13.263
11874701 11874800 5.101
11879501 11879600 1.02
11883901 11884000 3.061
11884001 11884100 2.04
11886401 11886500 0
11886501 11886600 1.02
11886601 11886700 2.04
11901101 11901200 3.061
11903201 11903300 4.081
11904301 11904400 1.02
11908001 11908100 3.061
11916301 11916400 0
11919401 11919500 29.586
11921501 11921600 6.121
11934401 11934500 10.202
11934801 11934900 0
11947201 11947300 5.101
11951501 11951600 14.283
11959701 11959800 2.04
11963301 11963400 0
11970301 11970400 12.242
11971401 11971500 10.202
11975001 11975100 4.081
11976901 11977000 11.222
11984001 11984100 2.04
11987601 11987700 3.061
11987901 11988000 1.02
11999601 11999700 6.121
12000001 12000100 3.061
12000601 12000700 11.222
12011301 12011400 20.404
12011801 12011900 0
12019601 12019700 2.04
12024301 12024400 89.778
12029301 12029400 3.061
12029701 12029800 0
12032001 12032100 9.182
12034101 12034200 7.141
12040101 12040200 49.99
12040701 12040800 0
12042401 12042500 6.121
12043401 12043500 17.343
12045901 12046000 0
12046901 12047000 46.929
12047501 12047600 3.061
12047701 12047800 0
12048101 12048200 8.162
12048201 12048300 0
12051501 12051600 2.04
12051801 12051900 3.061
12054201 12054300 9.182
12056701 12056800 19.384
12058601 12058700 8.162
12060901 12061000 0
12065401 12065500 14.283
12066201 12066300 45.909
12069101 12069200 0
12090101 12090200 0
12091001 12091100 2.04
12101701 12101800 0
12102201 12102300 101
12109701 12109800 5.101
12109801 12109900 13.263
12110001 12110100 26.525
12110301 12110400 0
12114101 12114200 5.101
12116601 12116700 14.283
12116701 12116800 17.343
12120201 12120300 10.202
12126101 12126200 0
12126201 12126300 3.061
12127401 12127500 75.495
12129601 12129700 2.04
12130301 12130400 0
12136501 12136600 27.545
12137301 12137400 4.081
12139501 12139600 7.141
12139601 12139700 15.303
12145501 12145600 0
12147001 12147100 3.061
12147701 12147800 8.162
12147901 12148000 57.131
12148201 12148300 2.04
12148801 12148900 24.485
12151301 12151400 42.848
12155201 12155300 3.061
12158101 12158200 9.182
12159201 12159300 24.485
12160701 12160800 7.141
12160801 12160900 2.04
12162201 12162300 7.141
12163501 12163600 20.404
12166201 12166300 7.141
12168701 12168800 30.606
12170501 12170600 2.04
12170901 12171000 13.263
12171001 12171100 6.121
12171501 12171600 11.222
12178801 12178900 7.141
12181301 12181400 7.141
12188101 12188200 0
12188401 12188500 8.162
12189501 12189600 6.121
12193001 12193100 17.343
12193101 12193200 8.162
12195801 12195900 3.061
12195901 12196000 2.04
12197901 12198000 19.384
12198501 12198600 17.343
12200301 12200400 0
12200901 12201000 3.061
12201001 12201100 2.04
12202801 12202900 32.646
12204401 12204500 98.96
12207801 12207900 12.242
12208601 12208700 0
12211401 12211500 3.061
12211601 12211700 3.061
12212301 12212400 56.111
12213201 12213300 9.182
12213901 12214000 1.02
12214601 12214700 16.323
12215001 12215100 25.505
12215501 12215600 12.242
12218901 12219000 8.162
12222201 12222300 2.04
12222501 12222600 2.04
12226701 12226800 14.283
12232601 12232700 2.04
12238301 12238400 0
12242601 12242700 18.364
12243101 12243200 4.081
12247401 12247500 3.061
12250001 12250100 59.172
12250201 12250300 25.505
12251801 12251900 24.485
12252601 12252700 23.465
12254401 12254500 0
12259301 12259400 6.121
12261701 12261800 5.101
12263501 12263600 3.061
12270701 12270800 20.404
12270901 12271000 14.283
12272201 12272300 1.02
12272601 12272700 2.04
12273001 12273100 2.04
12273701 12273800 70.394
12274401 12274500 11.222
12274601 12274700 9.182
12275801 12275900 10.202
12278201 12278300 0
12290701 12290800 59.172
12296701 12296800 7.141
12297201 12297300 5.101
12298101 12298200 3.061
12298501 12298600 0
12301001 12301100 27.545
12301201 12301300 2.04
12302001 12302100 25.505
12303101 12303200 15.303
12304401 12304500 3.061
12304501 12304600 18.364
12304801 12304900 8.162
12305901 12306000 8.162
12306001 12306100 7.141
12306601 12306700 0
12307401 12307500 10.202
12307501 12307600 3.061
12307901 12308000 13.263
12308201 12308300 63.253
12311901 12312000 9.182
12314601 12314700 17.343
12315101 12315200 53.051
12315501 12315600 10.202
12315901 12316000 7.141
12316201 12316300 13.263
12320001 12320100 67.333
12320201 12320300 7.141
12323101 12323200 69.374
12323201 12323300 79.576
12325801 12325900 20.404
12340901 12341000 3.061
12341701 12341800 0
12345501 12345600 72.434
12345601 12345700 19.384
12346101 12346200 25.505
12349301 12349400 15.303
12350601 12350700 7.141
12351701 12351800 15.303
12351801 12351900 5.101
12352101 12352200 9.182
12353701 12353800 0
12356001 12356100 29.586
12358401 12358500 0
12358601 12358700 38.768
12372501 12372600 59.172
12376101 12376200 101
12377001 12377100 7.141
12377901 12378000 4.081
12380601 12380700 11.222
12384301 12384400 10.202
12387401 12387500 1.02
12396601 12396700 12.242
12396901 12397000 42.848
12397201 12397300 7.141
12397501 12397600 14.283
12397901 12398000 2.04
12398801 12398900 21.424
12400401 12400500 7.141
12406401 12406500 11.222
12417901 12418000 101
12418001 12418100 51.01
12424301 12424400 8.162
12424701 12424800 3.061
12426901 12427000 3.061
12427201 12427300 2.04
12428401 12428500 9.182
12429601 12429700 51.01
12429701 12429800 0
12430301 12430400 8.162
12430601 12430700 22.444
12430801 12430900 47.949
12434401 12434500 3.061
12435801 12435900 5.101
12450801 12450900 3.061
12452201 12452300 5.101
12466201 12466300 3.061
12466601 12466700 2.04
12466801 12466900 4.081
12467201 12467300 15.303
12475801 12475900 27.545
12477501 12477600 22.444
12479701 12479800 12.242
12486801 12486900 48.97
12489601 12489700 31.626
12489701 12489800 0
12490001 12490100 31.626
12494101 12494200 0
12497301 12497400 6.121
12497601 12497700 16.323
12498101 12498200 0
12498701 12498800 30.606
12502501 12502600 14.283
12502601 12502700 0
12502701 12502800 0
12502901 12503000 0
12503801 12503900 48.97
12506201 12506300 20.404
12508001 12508100 0
12512201 12512300 9.182
12513701 12513800 12.242
12513901 12514000 11.222
12514101 12514200 3.061
12514301 12514400 27.545
12514801 12514900 33.667
12515501 12515600 54.071
12519001 12519100 13.263
12520301 12520400 2.04
12520401 12520500 8.162
12521201 12521300 30.606
12522101 12522200 0
12522201 12522300 28.566
12523001 12523100 0
12523301 12523400 2.04
12524801 12524900 17.343
12525701 12525800 0
12526101 12526200 3.061
12527701 12527800 2.04
12528101 12528200 43.869
12528201 12528300 0
12528301 12528400 17.343
12528501 12528600 31.626
12529201 12529300 3.061
12530201 12530300 7.141
12530501 12530600 4.081
12533501 12533600 95.899
12534601 12534700 14.283
12535001 12535100 21.424
12537201 12537300 40.808
12537501 12537600 3.061
12538401 12538500 3.061
12541101 12541200 31.626
12542801 12542900 27.545
12544601 12544700 9.182
12544801 12544900 15.303
12545201 12545300 6.121
12546001 12546100 22.444
12546101 12546200 15.303
12547201 12547300 28.566
12549001 12549100 2.04
12549401 12549500 2.04
12551601 12551700 13.263
12551901 12552000 3.061
12554001 12554100 0
12554101 12554200 22.444
12554701 12554800 2.04
12555001 12555100 2.04
12555701 12555800 0
12559901 12560000 1.02
12560801 12560900 20.404
12560901 12561000 13.263
12561201 12561300 3.061
12563601 12563700 94.879
12565001 12565100 31.626
12565401 12565500 51.01
12565901 12566000 1.02
12575201 12575300 12.242
12577901 12578000 85.697
12579601 12579700 11.222
12579701 12579800 5.101
12579801 12579900 20.404
12581601 12581700 3.061
12582501 12582600 7.141
12582801 12582900 14.283
12583001 12583100 4.081
12584301 12584400 3.061
12584901 12585000 3.061
12585401 12585500 4.081
12585501 12585600 35.707
12586001 12586100 2.04
12586401 12586500 32.646
12587401 12587500 15.303
12587901 12588000 8.162
12589001 12589100 5.101
12589201 12589300 18.364
12589401 12589500 10.202
12590201 12590300 33.667
12592401 12592500 33.667
12592801 12592900 9.182
12592901 12593000 56.111
12593901 12594000 13.263
12594101 12594200 7.141
12594201 12594300 15.303
12595201 12595300 27.545
12595401 12595500 16.323
12596801 12596900 11.222
12597101 12597200 20.404
12598501 12598600 4.081
12600201 12600300 3.061
12601101 12601200 25.505
12601801 12601900 45.909
12604801 12604900 0
12604901 12605000 12.242
12605101 12605200 11.222
12608501 12608600 33.667
12608901 12609000 0
12611601 12611700 101
12612601 12612700 0
12612701 12612800 0
12614301 12614400 2.04
12614501 12614600 20.404
12614801 12614900 17.343
12614901 12615000 16.323
12615501 12615600 16.323
12616201 12616300 1.02
12616401 12616500 0
12616801 12616900 2.04
12617901 12618000 12.242
12620401 12620500 0
12620501 12620600 0
12620701 12620800 53.051
12621301 12621400 2.04
12622001 12622100 4.081
12623301 12623400 17.343
12624801 12624900 2.04
12625601 12625700 61.212
12626501 12626600 4.081
12626901 12627000 1.02
12627901 12628000 9.182
12628001 12628100 13.263
12642801 12642900 0
12646901 12647000 73.455
12647501 12647600 2.04
12648001 12648100 34.687
12648401 12648500 70.394
12648701 12648800 71.414
12649901 12650000 93.859
12650201 12650300 8.162
12652501 12652600 53.051
12654901 12655000 6.121
12656901 12657000 31.626
12657701 12657800 32.646
12659801 12659900 0
12661001 12661100 0
12665301 12665400 36.727
12665401 12665500 8.162
12668601 12668700 3.061
12669201 12669300 18.364
12674701 12674800 37.747
12674801 12674900 7.141
12675001 12675100 14.283
12675301 12675400 16.323
12676801 12676900 0
12680001 12680100 101
12683501 12683600 72.434
12683701 12683800 2.04
12685501 12685600 0
12686701 12686800 63.253
12686801 12686900 51.01
12687101 12687200 43.869
12687301 12687400 57.131
12688801 12688900 25.505
12689101 12689200 23.465
12690401 12690500 0
12690601 12690700 35.707
12690901 12691000 12.242
12692801 12692900 11.222
12694301 12694400 2.04
12694801 12694900 2.04
12694901 12695000 19.384
12695001 12695100 52.03
12695101 12695200 9.182
12695201 12695300 68.354
12696401 12696500 2.04
12696501 12696600 2.04
12697201 12697300 0
12698301 12698400 0
12698801 12698900 78.556
12699301 12699400 2.04
12701501 12701600 10.202
12705301 12705400 18.364
12705901 12706000 35.707
12706201 12706300 25.505
12707501 12707600 5.101
12707701 12707800 80.596
12708801 12708900 45.909
12710201 12710300 72.434
12713801 12713900 92.838
12714001 12714100 0
12714801 12714900 2.04
12715201 12715300 22.444
12715901 12716000 40.808
12716301 12716400 0
12716401 12716500 2.04
12717201 12717300 0
12717301 12717400 41.828
12717501 12717600 26.525
12718601 12718700 0
12719301 12719400 2.04
12720301 12720400 44.889
12721701 12721800 18.364
12722701 12722800 41.828
12723701 12723800 2.04
12724001 12724100 48.97
12725401 12725500 25.505
12725901 12726000 43.869
12726601 12726700 14.283
12726701 12726800 51.01
12728301 12728400 37.747
12729401 12729500 30.606
12730301 12730400 1.02
12730701 12730800 0
12731301 12731400 26.525
12731501 12731600 1.02
12732301 12732400 23.465
12732701 12732800 19.384
12740601 12740700 0
12741201 12741300 32.646
12741701 12741800 11.222
12741801 12741900 17.343
12743301 12743400 0
12744001 12744100 21.424
12746401 12746500 2.04
