"lb" "ub" "rho"
3584601 3584700 43.869
3593801 3593900 23.465
3594001 3594100 0
3599001 3599100 8.162
3601801 3601900 8.162
3602301 3602400 48.97
3603901 3604000 2.04
3605601 3605700 1.02
3609301 3609400 83.657
3611401 3611500 0
3613001 3613100 0
3616101 3616200 1.02
3623001 3623100 3.061
3623801 3623900 0
3623901 3624000 18.364
3627701 3627800 2.04
3627901 3628000 11.222
3628001 3628100 0
3628501 3628600 0
3628601 3628700 101
3628901 3629000 4.081
3629001 3629100 9.182
3630101 3630200 7.141
3630401 3630500 0
3631601 3631700 0
3632001 3632100 1.02
3634101 3634200 2.04
3634501 3634600 2.04
3634601 3634700 0
3635101 3635200 38.768
3637101 3637200 14.283
3645001 3645100 18.364
3645501 3645600 13.263
3647901 3648000 2.04
3668101 3668200 4.081
3668701 3668800 28.566
3668801 3668900 2.04
3670301 3670400 26.525
3670501 3670600 2.04
3672101 3672200 51.01
3675201 3675300 4.081
3676101 3676200 31.626
3679901 3680000 2.04
3680401 3680500 11.222
3680501 3680600 25.505
3682701 3682800 3.061
3683501 3683600 8.162
3683601 3683700 20.404
3687001 3687100 1.02
3687201 3687300 2.04
3687701 3687800 2.04
3694401 3694500 15.303
3705201 3705300 0
3705301 3705400 20.404
3714701 3714800 5.101
3714901 3715000 5.101
3715401 3715500 20.404
3717101 3717200 8.162
3718101 3718200 37.747
3718501 3718600 0
3723001 3723100 19.384
3725901 3726000 9.182
3727801 3727900 28.566
3728701 3728800 33.667
3729101 3729200 45.909
3729201 3729300 2.04
3729801 3729900 26.525
3730401 3730500 20.404
3735201 3735300 4.081
3736501 3736600 41.828
3737601 3737700 12.242
3738301 3738400 20.404
3741101 3741200 0
3749701 3749800 48.97
3750501 3750600 25.505
3751201 3751300 71.414
3751301 3751400 0
3753501 3753600 28.566
3756101 3756200 27.545
3756301 3756400 37.747
3757601 3757700 34.687
3758901 3759000 14.283
3759301 3759400 2.04
3760001 3760100 5.101
3760901 3761000 101
3761101 3761200 51.01
3761701 3761800 13.263
3762901 3763000 7.141
3770201 3770300 2.04
3771201 3771300 0
3776301 3776400 58.152
3777101 3777200 22.444
3778601 3778700 40.808
3778901 3779000 25.505
3785601 3785700 84.677
3809001 3809100 48.97
3827601 3827700 12.242
3842401 3842500 29.586
3842501 3842600 32.646
3842701 3842800 42.848
3846501 3846600 11.222
3847501 3847600 43.869
3848801 3848900 21.424
3849101 3849200 101
3853001 3853100 0
3853701 3853800 0
3854301 3854400 41.828
3855401 3855500 2.04
3857401 3857500 15.303
3858401 3858500 46.929
3858801 3858900 0
3859401 3859500 10.202
3859601 3859700 0
3860601 3860700 37.747
3860801 3860900 3.061
3861301 3861400 28.566
3862201 3862300 20.404
3862401 3862500 59.172
3863701 3863800 22.444
3866001 3866100 3.061
3866201 3866300 11.222
3869901 3870000 3.061
3870201 3870300 2.04
3870401 3870500 55.091
3871301 3871400 6.121
3872801 3872900 2.04
3873601 3873700 19.384
3875201 3875300 70.394
3876101 3876200 15.303
3876401 3876500 38.768
3879501 3879600 19.384
3879901 3880000 69.374
3880101 3880200 57.131
3896701 3896800 0
3900501 3900600 6.121
3900901 3901000 54.071
3901101 3901200 92.838
3904201 3904300 0
3906601 3906700 81.616
3907801 3907900 71.414
3908401 3908500 87.737
3909101 3909200 0
3911201 3911300 2.04
3920401 3920500 15.303
3923401 3923500 101
3924101 3924200 48.97
3928301 3928400 2.04
3932801 3932900 2.04
3933201 3933300 2.04
3933301 3933400 0
3933501 3933600 0
3933801 3933900 0
3934301 3934400 1.02
3934401 3934500 1.02
3937401 3937500 58.152
3940201 3940300 0
3941901 3942000 0
3942801 3942900 3.061
3943001 3943100 85.697
3945301 3945400 3.061
3948401 3948500 70.394
3950701 3950800 70.394
3950901 3951000 25.505
3954901 3955000 4.081
3956401 3956500 2.04
3956501 3956600 7.141
3956901 3957000 2.04
3958501 3958600 31.626
3958801 3958900 46.929
3965301 3965400 2.04
3966201 3966300 0
3969701 3969800 22.444
3971701 3971800 18.364
3972501 3972600 0
3972701 3972800 65.293
3973101 3973200 31.626
3975901 3976000 101
3976401 3976500 17.343
3976601 3976700 5.101
3978201 3978300 39.788
3996501 3996600 0
4095901 4096000 0
4098401 4098500 0
4098501 4098600 0
4102001 4102100 0
4103101 4103200 0
4104601 4104700 2.04
4106501 4106600 68.354
4107101 4107200 1.02
4107301 4107400 29.586
4110201 4110300 0
4111101 4111200 16.323
4119101 4119200 0
4126301 4126400 3.061
4167901 4168000 6.121
4170201 4170300 2.04
4183801 4183900 16.323
4191001 4191100 25.505
4192301 4192400 8.162
4204201 4204300 1.02
4204501 4204600 27.545
4205001 4205100 0
4205101 4205200 0
4207301 4207400 78.556
4218101 4218200 0
4218301 4218400 0
4219301 4219400 3.061
4221401 4221500 0
4222501 4222600 45.909
4222601 4222700 24.485
4237301 4237400 14.283
4237601 4237700 6.121
4240201 4240300 22.444
4240301 4240400 3.061
4243201 4243300 3.061
4244501 4244600 3.061
4244701 4244800 2.04
4248501 4248600 0
4253701 4253800 10.202
4255201 4255300 2.04
4277701 4277800 0
4287501 4287600 5.101
4287601 4287700 2.04
4288201 4288300 7.141
4289101 4289200 1.02
4289801 4289900 0
4290601 4290700 3.061
4297001 4297100 1.02
4307601 4307700 3.061
4308701 4308800 3.061
4312001 4312100 20.404
4312101 4312200 17.343
4314301 4314400 0
4316701 4316800 45.909
4326001 4326100 0
4326101 4326200 4.081
4326201 4326300 0
4326301 4326400 0
4327201 4327300 16.323
4327401 4327500 0
4330301 4330400 0
4332301 4332400 43.869
4338001 4338100 6.121
4345401 4345500 2.04
4353801 4353900 6.121
4354301 4354400 31.626
4355101 4355200 45.909
4357301 4357400 0
4357901 4358000 43.869
4358101 4358200 1.02
4358801 4358900 4.081
4359801 4359900 0
4361501 4361600 2.04
4361701 4361800 0
4362801 4362900 24.485
4363501 4363600 0
4363701 4363800 40.808
4364201 4364300 0
4365401 4365500 0
4365601 4365700 0
4366301 4366400 8.162
4379801 4379900 0
4417101 4417200 2.04
4430901 4431000 2.04
4431001 4431100 1.02
4431201 4431300 3.061
4432701 4432800 9.182
4433801 4433900 2.04
4435701 4435800 0
4438701 4438800 1.02
4439201 4439300 10.202
4442901 4443000 0
4443001 4443100 14.283
4443701 4443800 14.283
4445101 4445200 1.02
4445301 4445400 58.152
4447101 4447200 1.02
4447201 4447300 55.091
4447701 4447800 3.061
4447901 4448000 14.283
4448301 4448400 3.061
4462101 4462200 2.04
4466301 4466400 0
4469101 4469200 98.96
4471701 4471800 26.525
4474701 4474800 0
4474801 4474900 46.929
4475001 4475100 1.02
4475401 4475500 2.04
4475701 4475800 1.02
4476301 4476400 46.929
4490901 4491000 0
4491501 4491600 2.04
4491601 4491700 0
4494101 4494200 13.263
4494501 4494600 97.939
4494601 4494700 60.192
4494901 4495000 2.04
4498301 4498400 14.283
4498501 4498600 25.505
4498801 4498900 20.404
4499501 4499600 0
4504501 4504600 3.061
4506101 4506200 2.04
4506801 4506900 32.646
4511001 4511100 58.152
4513701 4513800 56.111
4516901 4517000 2.04
4517401 4517500 0
4519001 4519100 11.222
4520201 4520300 7.141
4522301 4522400 2.04
4523201 4523300 1.02
4523601 4523700 5.101
4523901 4524000 0
4525601 4525700 0
4526101 4526200 22.444
4527401 4527500 34.687
4528101 4528200 38.768
4528201 4528300 44.889
4528401 4528500 0
4528501 4528600 0
4529501 4529600 2.04
4529701 4529800 5.101
4529901 4530000 20.404
4530901 4531000 23.465
4557601 4557700 9.182
4561701 4561800 6.121
4567301 4567400 0
4573501 4573600 8.162
4580401 4580500 0
4580601 4580700 2.04
4581601 4581700 0
4582001 4582100 25.505
4584101 4584200 89.778
4589101 4589200 22.444
4589501 4589600 0
4590501 4590600 56.111
4591601 4591700 2.04
4591801 4591900 71.414
4592501 4592600 0
4592701 4592800 0
4596801 4596900 1.02
4597001 4597100 2.04
4597801 4597900 66.313
4598101 4598200 3.061
4599001 4599100 2.04
4599101 4599200 0
4600801 4600900 10.202
4604701 4604800 51.01
4605201 4605300 28.566
4605801 4605900 101
4605901 4606000 1.02
4607501 4607600 2.04
4608401 4608500 2.04
4624801 4624900 74.475
4626701 4626800 36.727
4628801 4628900 46.929
4629101 4629200 71.414
4655301 4655400 101
4655701 4655800 84.677
4657701 4657800 9.182
4657801 4657900 1.02
4669101 4669200 75.495
4671301 4671400 7.141
4676401 4676500 17.343
4678101 4678200 69.374
4678701 4678800 0
4678901 4679000 43.869
4679101 4679200 0
4679901 4680000 56.111
4681001 4681100 63.253
4690601 4690700 5.101
4691301 4691400 21.424
4697601 4697700 69.374
4704501 4704600 84.677
4712501 4712600 0
4715001 4715100 38.768
4715501 4715600 3.061
4716401 4716500 69.374
4716501 4716600 16.323
4720601 4720700 6.121
4720801 4720900 2.04
4721201 4721300 17.343
4728001 4728100 65.293
4730301 4730400 0
4732301 4732400 4.081
4732401 4732500 0
4733201 4733300 3.061
4735701 4735800 1.02
4740701 4740800 3.061
4741501 4741600 25.505
4743301 4743400 66.313
4744001 4744100 0
4755301 4755400 2.04
4758701 4758800 4.081
4758801 4758900 0
4762201 4762300 29.586
4762401 4762500 26.525
4762501 4762600 25.505
4762701 4762800 9.182
4763701 4763800 23.465
4764701 4764800 6.121
4765501 4765600 10.202
4765701 4765800 9.182
4766901 4767000 2.04
4769901 4770000 0
4770001 4770100 0
4776201 4776300 15.303
4776301 4776400 9.182
4779201 4779300 0
4784101 4784200 0
4787501 4787600 48.97
4787901 4788000 2.04
4790301 4790400 29.586
4791301 4791400 10.202
4793301 4793400 26.525
4796301 4796400 19.384
4797101 4797200 1.02
4797801 4797900 0
4805701 4805800 10.202
4806001 4806100 36.727
4807501 4807600 2.04
4809401 4809500 0
4816801 4816900 8.162
4818101 4818200 38.768
4818701 4818800 15.303
4819801 4819900 23.465
4825801 4825900 28.566
4827001 4827100 25.505
4827101 4827200 14.283
4831701 4831800 0
4847101 4847200 7.141
4848001 4848100 3.061
4849701 4849800 2.04
4849901 4850000 62.232
4851001 4851100 20.404
4853601 4853700 32.646
4862101 4862200 5.101
4863401 4863500 10.202
4876701 4876800 2.04
4881201 4881300 27.545
4884501 4884600 0
4904801 4904900 0
4908801 4908900 3.061
4909401 4909500 96.919
4909601 4909700 20.404
4916101 4916200 27.545
4919801 4919900 13.263
4921501 4921600 4.081
4922301 4922400 57.131
4926701 4926800 3.061
4933001 4933100 20.404
4936501 4936600 21.424
4937701 4937800 30.606
4937801 4937900 2.04
4938901 4939000 0
4948801 4948900 44.889
4952301 4952400 72.434
4953501 4953600 3.061
4953901 4954000 95.899
4954601 4954700 48.97
4954701 4954800 3.061
4954901 4955000 23.465
4955001 4955100 62.232
4955501 4955600 19.384
4955701 4955800 0
4955901 4956000 21.424
4956701 4956800 17.343
4957001 4957100 39.788
4957201 4957300 38.768
4957401 4957500 0
4958001 4958100 0
4958401 4958500 56.111
4959101 4959200 0
4959601 4959700 11.222
4962601 4962700 32.646
4963001 4963100 1.02
4963601 4963700 2.04
4965401 4965500 3.061
4966201 4966300 3.061
4967201 4967300 43.869
4967401 4967500 20.404
4967501 4967600 19.384
4967701 4967800 1.02
4968501 4968600 45.909
4977401 4977500 98.96
4977601 4977700 0
4977801 4977900 42.848
4978101 4978200 0
4978201 4978300 2.04
4978301 4978400 0
4978401 4978500 0
4979101 4979200 0
4979301 4979400 0
4979501 4979600 0
4980001 4980100 87.737
4980301 4980400 22.444
4981001 4981100 21.424
4981501 4981600 0
4984201 4984300 0
4984401 4984500 56.111
4986201 4986300 0
4995301 4995400 2.04
4996501 4996600 28.566
5006401 5006500 27.545
5007401 5007500 33.667
5008401 5008500 25.505
5009501 5009600 49.99
5010401 5010500 56.111
5010601 5010700 11.222
5010901 5011000 40.808
5011001 5011100 5.101
5013401 5013500 4.081
5017401 5017500 0
5017801 5017900 2.04
5021901 5022000 67.333
5032901 5033000 28.566
5041401 5041500 18.364
5042401 5042500 15.303
5043701 5043800 51.01
5060001 5060100 5.101
5060101 5060200 2.04
5183501 5183600 0
5205501 5205600 39.788
5208001 5208100 21.424
5222801 5222900 2.04
5222901 5223000 2.04
5223301 5223400 88.758
5223601 5223700 5.101
5227901 5228000 67.333
5269401 5269500 64.273
5286401 5286500 2.04
5286501 5286600 8.162
5292901 5293000 46.929
5308001 5308100 3.061
5328401 5328500 55.091
5371101 5371200 101
5414501 5414600 33.667
5420701 5420800 32.646
5421501 5421600 61.212
5422101 5422200 1.02
5422201 5422300 3.061
5484601 5484700 21.424
5486701 5486800 2.04
5486801 5486900 0
5487501 5487600 0
5488801 5488900 0
5491001 5491100 3.061
5493501 5493600 0
5498101 5498200 4.081
5505301 5505400 2.04
5507701 5507800 1.02
5508501 5508600 6.121
5513201 5513300 2.04
5514301 5514400 2.04
5514701 5514800 1.02
5524701 5524800 64.273
5528901 5529000 18.364
5530401 5530500 0
5533001 5533100 0
5543101 5543200 1.02
5554701 5554800 0
5559701 5559800 13.263
5562701 5562800 7.141
5562801 5562900 0
5563501 5563600 2.04
5569001 5569100 2.04
5577001 5577100 3.061
5577301 5577400 4.081
5577701 5577800 51.01
5587901 5588000 0
5590701 5590800 0
5594201 5594300 4.081
5618601 5618700 28.566
5618901 5619000 0
5629701 5629800 11.222
5629901 5630000 46.929
5650801 5650900 29.586
5653501 5653600 9.182
5653601 5653700 101
5666001 5666100 0
5669301 5669400 51.01
5670601 5670700 14.283
5678301 5678400 2.04
5678501 5678600 7.141
5679101 5679200 2.04
5684701 5684800 0
5687001 5687100 3.061
5692101 5692200 3.061
5708501 5708600 0
5714301 5714400 0
5716301 5716400 64.273
5716801 5716900 2.04
5718801 5718900 7.141
5731501 5731600 2.04
5731601 5731700 0
5736401 5736500 30.606
5744501 5744600 5.101
5751501 5751600 1.02
5766501 5766600 13.263
5767001 5767100 2.04
5772001 5772100 0
5782901 5783000 0
5783701 5783800 2.04
5791101 5791200 0
5791301 5791400 0
5791701 5791800 0
5793201 5793300 1.02
5793601 5793700 0
5794901 5795000 17.343
5795001 5795100 11.222
5795701 5795800 55.091
5798901 5799000 2.04
5801001 5801100 11.222
5808101 5808200 57.131
5810101 5810200 0
5811101 5811200 8.162
5814401 5814500 0
5814801 5814900 0
5820301 5820400 51.01
5821701 5821800 7.141
5865601 5865700 1.02
5865701 5865800 27.545
5866201 5866300 17.343
5866601 5866700 4.081
5868701 5868800 2.04
5868901 5869000 11.222
5881001 5881100 15.303
5881601 5881700 0
5884401 5884500 26.525
5884501 5884600 0
5884601 5884700 5.101
5885001 5885100 2.04
5888301 5888400 1.02
5890801 5890900 0
5891301 5891400 2.04
5894801 5894900 7.141
5907101 5907200 5.101
5910701 5910800 7.141
5911001 5911100 0
5914501 5914600 5.101
5916001 5916100 14.283
5918101 5918200 7.141
5921001 5921100 11.222
5923201 5923300 2.04
5926401 5926500 0
5928101 5928200 6.121
5928201 5928300 3.061
5928301 5928400 11.222
5934401 5934500 3.061
5936301 5936400 0
5936701 5936800 6.121
5936801 5936900 6.121
5939901 5940000 20.404
5979101 5979200 3.061
5980501 5980600 40.808
5991301 5991400 11.222
5993601 5993700 5.101
5994901 5995000 2.04
6002601 6002700 19.384
6008001 6008100 0
6009501 6009600 2.04
6016001 6016100 0
6017901 6018000 13.263
6018401 6018500 2.04
6019601 6019700 3.061
6020001 6020100 3.061
6020901 6021000 10.202
6023001 6023100 2.04
6037001 6037100 0
6038701 6038800 0
6041201 6041300 101
6043201 6043300 0
6043801 6043900 0
6045501 6045600 8.162
6059701 6059800 0
6061501 6061600 4.081
6061601 6061700 2.04
6062501 6062600 41.828
6067601 6067700 2.04
6068501 6068600 3.061
6089201 6089300 0
6089701 6089800 2.04
6105101 6105200 0
6105901 6106000 11.222
6107901 6108000 6.121
6108801 6108900 9.182
6108901 6109000 16.323
6109301 6109400 2.04
6115001 6115100 0
6117501 6117600 38.768
6119701 6119800 16.323
6119901 6120000 1.02
6120501 6120600 0
6132801 6132900 2.04
6138501 6138600 3.061
6139201 6139300 19.384
6140301 6140400 8.162
6141001 6141100 52.03
6148901 6149000 4.081
6149701 6149800 4.081
6152401 6152500 0
6152901 6153000 0
6153601 6153700 29.586
6155301 6155400 1.02
6156401 6156500 24.485
6165001 6165100 1.02
6165101 6165200 4.081
6167601 6167700 0
6167701 6167800 39.788
6168401 6168500 7.141
6170301 6170400 4.081
6173001 6173100 47.949
6174901 6175000 28.566
6176901 6177000 5.101
6178601 6178700 34.687
6181901 6182000 0
6182701 6182800 7.141
6185201 6185300 49.99
6185301 6185400 28.566
6185701 6185800 15.303
6189901 6190000 48.97
6190601 6190700 14.283
6190801 6190900 52.03
6193101 6193200 9.182
6193701 6193800 7.141
6194101 6194200 29.586
6195801 6195900 40.808
6196101 6196200 7.141
6202001 6202100 42.848
6205301 6205400 23.465
6208901 6209000 0
6209201 6209300 0
6211501 6211600 2.04
6213001 6213100 3.061
6215801 6215900 2.04
6223801 6223900 2.04
6224201 6224300 0
6225101 6225200 3.061
6226101 6226200 2.04
6228601 6228700 36.727
6229001 6229100 0
6229401 6229500 9.182
6229601 6229700 0
6230301 6230400 5.101
6231201 6231300 0
6231801 6231900 51.01
6232001 6232100 28.566
6233901 6234000 14.283
6234001 6234100 21.424
6237101 6237200 0
6237201 6237300 0
6241401 6241500 3.061
6242101 6242200 11.222
6242901 6243000 0
6243501 6243600 55.091
6245301 6245400 0
6246301 6246400 0
6247301 6247400 55.091
6247701 6247800 6.121
6248201 6248300 49.99
6250001 6250100 13.263
6250601 6250700 27.545
6250801 6250900 15.303
6251301 6251400 0
6251801 6251900 39.788
6253501 6253600 23.465
6253801 6253900 2.04
6254501 6254600 22.444
6254701 6254800 0
6254801 6254900 0
6256201 6256300 8.162
6257001 6257100 39.788
6258201 6258300 9.182
6258801 6258900 40.808
6260601 6260700 62.232
6261701 6261800 16.323
6263801 6263900 0
6264401 6264500 3.061
6266701 6266800 2.04
6266801 6266900 2.04
6310001 6310100 0
6310301 6310400 0
6314301 6314400 0
6314801 6314900 3.061
6314901 6315000 101
6335801 6335900 2.04
6349801 6349900 38.768
6364201 6364300 0
6364601 6364700 98.96
6368901 6369000 24.485
6369901 6370000 2.04
6370601 6370700 3.061
6371601 6371700 2.04
6373401 6373500 40.808
6374101 6374200 60.192
6374501 6374600 2.04
6378701 6378800 35.707
6378801 6378900 21.424
6379101 6379200 0
6383601 6383700 1.02
6383901 6384000 7.141
6387001 6387100 37.747
6394701 6394800 3.061
6397301 6397400 2.04
6400601 6400700 0
6400701 6400800 21.424
6402001 6402100 40.808
6402701 6402800 5.101
6402801 6402900 2.04
6404101 6404200 2.04
6404301 6404400 3.061
6404501 6404600 6.121
6408701 6408800 30.606
6410101 6410200 2.04
6410501 6410600 3.061
6414701 6414800 0
6420301 6420400 2.04
6420401 6420500 8.162
6422601 6422700 2.04
6422701 6422800 6.121
6427901 6428000 3.061
6429601 6429700 20.404
6430401 6430500 3.061
6431001 6431100 0
6433601 6433700 0
6436801 6436900 2.04
6437701 6437800 28.566
6439501 6439600 4.081
6441801 6441900 3.061
6442001 6442100 4.081
6442101 6442200 2.04
6442401 6442500 20.404
6443601 6443700 0
6444301 6444400 0
6449101 6449200 11.222
6449201 6449300 1.02
6451101 6451200 15.303
6452801 6452900 2.04
6456401 6456500 10.202
6457401 6457500 2.04
6457501 6457600 0
6457601 6457700 1.02
6458901 6459000 13.263
6459901 6460000 0
6465101 6465200 13.263
6467001 6467100 22.444
6468001 6468100 64.273
6468501 6468600 18.364
6472501 6472600 2.04
6475401 6475500 60.192
6475801 6475900 2.04
6475901 6476000 0
6478701 6478800 0
6482701 6482800 4.081
6484201 6484300 6.121
6492201 6492300 44.889
6492801 6492900 68.354
6493801 6493900 0
6505501 6505600 5.101
6507701 6507800 1.02
6509901 6510000 4.081
6515501 6515600 7.141
6521201 6521300 0
6524601 6524700 2.04
6524901 6525000 3.061
6526801 6526900 18.364
6530701 6530800 14.283
6531901 6532000 20.404
6532101 6532200 6.121
6532501 6532600 3.061
6536001 6536100 2.04
6540701 6540800 0
6541401 6541500 7.141
6542001 6542100 3.061
6542801 6542900 66.313
6543201 6543300 3.061
6543401 6543500 45.909
6579401 6579500 20.404
6579601 6579700 3.061
6591501 6591600 59.172
6591601 6591700 51.01
6599901 6600000 3.061
6600101 6600200 6.121
6604301 6604400 3.061
6604601 6604700 0
6609301 6609400 0
6612301 6612400 20.404
6612801 6612900 0
6613101 6613200 0
6615801 6615900 0
6616601 6616700 0
6641401 6641500 0
6642701 6642800 2.04
6644801 6644900 75.495
6646401 6646500 0
6648501 6648600 2.04
6663201 6663300 2.04
6668201 6668300 4.081
6669101 6669200 0
6670401 6670500 0
6674701 6674800 4.081
6679401 6679500 47.949
6683301 6683400 3.061
6691401 6691500 84.677
6691701 6691800 11.222
6695401 6695500 8.162
6695901 6696000 26.525
6707001 6707100 4.081
6718601 6718700 2.04
6719201 6719300 5.101
6721101 6721200 3.061
6726501 6726600 36.727
6728301 6728400 4.081
6728501 6728600 15.303
6729601 6729700 2.04
6737501 6737600 9.182
6738901 6739000 2.04
6743501 6743600 31.626
6753001 6753100 5.101
6753601 6753700 1.02
6754401 6754500 2.04
6758501 6758600 16.323
6762501 6762600 1.02
6763701 6763800 44.889
6765601 6765700 15.303
6765701 6765800 3.061
6765901 6766000 0
6769101 6769200 4.081
6769401 6769500 45.909
6785301 6785400 8.162
6786901 6787000 15.303
6787101 6787200 2.04
6788301 6788400 9.182
6788501 6788600 43.869
6795801 6795900 65.293
6796301 6796400 2.04
6799501 6799600 22.444
6800001 6800100 101
6803001 6803100 12.242
6806301 6806400 0
6807601 6807700 2.04
6813101 6813200 3.061
6816201 6816300 2.04
6817401 6817500 36.727
6818201 6818300 0
6818801 6818900 4.081
6819001 6819100 0
6820401 6820500 3.061
6823001 6823100 0
6830301 6830400 6.121
6830401 6830500 9.182
6830601 6830700 0
6835401 6835500 6.121
6838901 6839000 0
6840701 6840800 3.061
6842101 6842200 0
6844101 6844200 2.04
6865101 6865200 8.162
6866501 6866600 2.04
6867701 6867800 40.808
6873001 6873100 2.04
6873301 6873400 17.343
6873401 6873500 4.081
6873901 6874000 14.283
6878401 6878500 5.101
6879401 6879500 2.04
6879901 6880000 22.444
6881601 6881700 4.081
6883101 6883200 9.182
6885201 6885300 3.061
6886301 6886400 3.061
6886401 6886500 43.869
6886901 6887000 0
6889501 6889600 0
6890901 6891000 9.182
6898501 6898600 2.04
6900401 6900500 11.222
6902001 6902100 4.081
6902501 6902600 6.121
6908401 6908500 0
6913501 6913600 0
6914401 6914500 21.424
6922201 6922300 15.303
6922401 6922500 14.283
6922701 6922800 0
6925901 6926000 25.505
6926001 6926100 0
6926801 6926900 0
6927301 6927400 0
6927401 6927500 14.283
6932901 6933000 18.364
6935201 6935300 23.465
6937401 6937500 14.283
6937501 6937600 0
6940801 6940900 9.182
6944001 6944100 32.646
6945101 6945200 3.061
6946701 6946800 8.162
6949001 6949100 3.061
6950201 6950300 23.465
6952201 6952300 5.101
6972101 6972200 20.404
6972501 6972600 12.242
6981701 6981800 10.202
6982201 6982300 15.303
6983101 6983200 32.646
6988001 6988100 28.566
6989901 6990000 3.061
6997401 6997500 0
6997501 6997600 0
6999301 6999400 0
7001401 7001500 2.04
7002701 7002800 0
7004701 7004800 47.949
7005701 7005800 0
7010801 7010900 12.242
7011101 7011200 93.859
7011501 7011600 0
7011601 7011700 12.242
7017601 7017700 6.121
7019901 7020000 7.141
7021801 7021900 4.081
7023601 7023700 3.061
7027101 7027200 0
7027801 7027900 3.061
7044801 7044900 41.828
7048001 7048100 0
7048101 7048200 5.101
7051501 7051600 13.263
7052701 7052800 24.485
7053901 7054000 4.081
7054101 7054200 9.182
7054401 7054500 0
7062701 7062800 0
7066201 7066300 8.162
7067201 7067300 33.667
7068001 7068100 0
7068601 7068700 0
7072401 7072500 0
7072701 7072800 0
7072801 7072900 19.384
7073501 7073600 6.121
7074301 7074400 27.545
7075901 7076000 3.061
7076801 7076900 4.081
7080901 7081000 3.061
7081401 7081500 0
7091501 7091600 29.586
7093101 7093200 0
7097501 7097600 20.404
7098101 7098200 0
7101601 7101700 20.404
7103901 7104000 51.01
7104801 7104900 1.02
7106601 7106700 0
7109401 7109500 3.061
7110901 7111000 21.424
7111701 7111800 3.061
7117201 7117300 13.263
7132101 7132200 1.02
7134101 7134200 3.061
7134601 7134700 20.404
7135601 7135700 20.404
7136601 7136700 3.061
7141701 7141800 1.02
7150101 7150200 11.222
7150401 7150500 0
7150501 7150600 2.04
7150701 7150800 61.212
7160201 7160300 35.707
7160801 7160900 99.98
7161601 7161700 21.424
7163001 7163100 47.949
7183001 7183100 45.909
7183201 7183300 30.606
7183301 7183400 1.02
7184601 7184700 69.374
7185801 7185900 37.747
7186901 7187000 8.162
7193001 7193100 45.909
7194601 7194700 2.04
7197901 7198000 8.162
7200101 7200200 19.384
7207901 7208000 10.202
7208001 7208100 3.061
