"lb" "ub" "rho"
763101 763200 1.02
763201 763300 51.01
763701 763800 56.111
764201 764300 24.485
765201 765300 0
766001 766100 47.949
766901 767000 40.808
767401 767500 2.04
767701 767800 0
768201 768300 2.04
768401 768500 46.929
770101 770200 55.091
770701 770800 9.182
771301 771400 99.98
771401 771500 0
771501 771600 52.03
771801 771900 38.768
772901 773000 62.232
773001 773100 12.242
773401 773500 92.838
775501 775600 48.97
775901 776000 52.03
776301 776400 2.04
777101 777200 48.97
777501 777600 3.061
777601 777700 52.03
779401 779500 0
780901 781000 23.465
781001 781100 0
782501 782600 18.364
782901 783000 14.283
783301 783400 76.515
783701 783800 71.414
784501 784600 37.747
785501 785600 18.364
785601 785700 31.626
786501 786600 54.071
787101 787200 22.444
788601 788700 0
788901 789000 21.424
789401 789500 66.313
790601 790700 83.657
790701 790800 33.667
791201 791300 30.606
793501 793600 43.869
794301 794400 30.606
795101 795200 82.636
795401 795500 27.545
795901 796000 92.838
796301 796400 27.545
800101 800200 24.485
801901 802000 101
803301 803400 40.808
805101 805200 12.242
806201 806300 6.121
807701 807800 12.242
808101 808200 3.061
809301 809400 52.03
811101 811200 37.747
811701 811800 101
811801 811900 14.283
812701 812800 28.566
813001 813100 3.061
813201 813300 18.364
813601 813700 5.101
814801 814900 11.222
814901 815000 26.525
815301 815400 19.384
816601 816700 8.162
817801 817900 2.04
818501 818600 21.424
819001 819100 14.283
819601 819700 15.303
822801 822900 0
823901 824000 55.091
825501 825600 0
826801 826900 80.596
827601 827700 33.667
828901 829000 34.687
830301 830400 70.394
830501 830600 44.889
832201 832300 21.424
832301 832400 98.96
833001 833100 33.667
842901 843000 3.061
845501 845600 20.404
847501 847600 25.505
847601 847700 4.081
848801 848900 26.525
848901 849000 2.04
851701 851800 3.061
852001 852100 55.091
852801 852900 25.505
856301 856400 90.798
858301 858400 17.343
859001 859100 32.646
859101 859200 24.485
859301 859400 28.566
860701 860800 64.273
861301 861400 1.02
862301 862400 3.061
862801 862900 52.03
863201 863300 11.222
864501 864600 101
864801 864900 77.535
866301 866400 53.051
866501 866600 101
866701 866800 56.111
867101 867200 23.465
867901 868000 31.626
869101 869200 6.121
869601 869700 18.364
871601 871700 7.141
874501 874600 9.182
875701 875800 101
879201 879300 36.727
879801 879900 0
882901 883000 11.222
883301 883400 46.929
885801 885900 1.02
887101 887200 3.061
887301 887400 17.343
888201 888300 0
888301 888400 67.333
890201 890300 94.879
891601 891700 20.404
891701 891800 24.485
892201 892300 43.869
894001 894100 31.626
895001 895100 14.283
895701 895800 60.192
895901 896000 27.545
897001 897100 6.121
897401 897500 15.303
897501 897600 0
898101 898200 7.141
898301 898400 4.081
898801 898900 101
899901 9e+05 63.253
900401 900500 28.566
900701 900800 45.909
900901 901000 0
901001 901100 6.121
908401 908500 0
908501 908600 33.667
909101 909200 73.455
910001 910100 0
911801 911900 11.222
912701 912800 10.202
912801 912900 24.485
912901 913000 0
913401 913500 40.808
913501 913600 17.343
918701 918800 9.182
918901 919000 86.717
919401 919500 24.485
919501 919600 55.091
919801 919900 30.606
921301 921400 43.869
922601 922700 96.919
924001 924100 0
925901 926000 0
926101 926200 18.364
926401 926500 0
927301 927400 8.162
927601 927700 20.404
928001 928100 0
928201 928300 36.727
928301 928400 10.202
930201 930300 16.323
930601 930700 21.424
931501 931600 101
932101 932200 7.141
932601 932700 7.141
933501 933600 14.283
934601 934700 33.667
936701 936800 89.778
936801 936900 38.768
937601 937700 16.323
937801 937900 2.04
939301 939400 25.505
939901 940000 5.101
940501 940600 51.01
941601 941700 101
943201 943300 36.727
944201 944300 3.061
945201 945300 7.141
945401 945500 30.606
946101 946200 25.505
948501 948600 21.424
949601 949700 29.586
952601 952700 2.04
953001 953100 1.02
953401 953500 44.889
953601 953700 34.687
956901 957000 3.061
958401 958500 32.646
965601 965700 51.01
965801 965900 99.98
967201 967300 39.788
967501 967600 52.03
968101 968200 54.071
968501 968600 34.687
968601 968700 81.616
968701 968800 32.646
969401 969500 2.04
969501 969600 95.899
969601 969700 3.061
970701 970800 18.364
971001 971100 26.525
971801 971900 0
972201 972300 58.152
974801 974900 6.121
974901 975000 22.444
975001 975100 19.384
975101 975200 27.545
975301 975400 39.788
975801 975900 24.485
977101 977200 18.364
978601 978700 19.384
979501 979600 52.03
980401 980500 12.242
981101 981200 14.283
982001 982100 30.606
982501 982600 35.707
983201 983300 12.242
983701 983800 54.071
986801 986900 95.899
989001 989100 23.465
989201 989300 0
992701 992800 29.586
992901 993000 1.02
993601 993700 43.869
995401 995500 19.384
997401 997500 67.333
997901 998000 3.061
998801 998900 85.697
1000301 1000400 55.091
1001301 1001400 67.333
1001801 1001900 55.091
1002801 1002900 23.465
1004501 1004600 33.667
1004801 1004900 25.505
1005401 1005500 23.465
1007801 1007900 40.808
1008401 1008500 11.222
1009501 1009600 0
1010401 1010500 2.04
1010701 1010800 35.707
1013801 1013900 2.04
1014201 1014300 24.485
1015401 1015500 28.566
1015701 1015800 78.556
1015901 1016000 9.182
1016501 1016600 43.869
1018801 1018900 0
1019301 1019400 7.141
1020001 1020100 17.343
1020201 1020300 0
1020501 1020600 29.586
1021201 1021300 55.091
1021501 1021600 26.525
1022301 1022400 1.02
1024801 1024900 29.586
1025501 1025600 36.727
1026401 1026500 39.788
1026801 1026900 63.253
1028501 1028600 18.364
1029101 1029200 51.01
1031401 1031500 62.232
1032601 1032700 69.374
1033701 1033800 25.505
1033801 1033900 43.869
1034201 1034300 40.808
1034501 1034600 30.606
1034601 1034700 14.283
1035001 1035100 51.01
1037301 1037400 56.111
1038401 1038500 43.869
1039401 1039500 43.869
1040201 1040300 62.232
1040801 1040900 25.505
1041401 1041500 2.04
1041601 1041700 71.414
1043101 1043200 36.727
1043801 1043900 22.444
1046301 1046400 25.505
1046401 1046500 16.323
1046601 1046700 46.929
1047401 1047500 15.303
1047701 1047800 14.283
1048401 1048500 2.04
1049201 1049300 3.061
1049801 1049900 15.303
1051801 1051900 0
1053101 1053200 12.242
1057401 1057500 20.404
1057701 1057800 3.061
1057801 1057900 44.889
1058601 1058700 14.283
1059301 1059400 101
1059501 1059600 36.727
1059801 1059900 27.545
1061901 1062000 51.01
1062501 1062600 101
1062801 1062900 98.96
1063001 1063100 29.586
1063401 1063500 0
1064001 1064100 27.545
1065001 1065100 0
1065601 1065700 21.424
1066701 1066800 25.505
1067301 1067400 1.02
1068601 1068700 13.263
1069201 1069300 9.182
1069601 1069700 23.465
1070501 1070600 0
1073801 1073900 4.081
1074501 1074600 36.727
1074701 1074800 62.232
1075001 1075100 2.04
1075301 1075400 41.828
1076401 1076500 27.545
1076501 1076600 31.626
1076701 1076800 28.566
1077401 1077500 101
1079101 1079200 52.03
1080401 1080500 26.525
1080701 1080800 2.04
1082301 1082400 21.424
1082401 1082500 29.586
1082901 1083000 2.04
1084701 1084800 40.808
1084901 1085000 89.778
1085801 1085900 16.323
1086201 1086300 0
1086301 1086400 56.111
1086701 1086800 11.222
1088601 1088700 51.01
1090701 1090800 2.04
1093401 1093500 58.152
1093601 1093700 64.273
1094701 1094800 101
1097701 1097800 87.737
1097901 1098000 0
1098001 1098100 23.465
1099601 1099700 56.111
1105601 1105700 29.586
1106301 1106400 8.162
1108001 1108100 0
1108901 1109000 8.162
1110401 1110500 84.677
1110501 1110600 99.98
1112401 1112500 41.828
1112701 1112800 1.02
1113101 1113200 52.03
1114601 1114700 27.545
1115401 1115500 21.424
1115501 1115600 27.545
1117101 1117200 94.879
1117201 1117300 25.505
1117401 1117500 2.04
1117801 1117900 52.03
1118401 1118500 87.737
1118501 1118600 0
1118601 1118700 70.394
1119401 1119500 35.707
1119901 1120000 72.434
1120401 1120500 101
1120701 1120800 88.758
1120901 1121000 0
1121001 1121100 1.02
1122501 1122600 90.798
1123601 1123700 44.889
1123801 1123900 33.667
1124201 1124300 101
1124501 1124600 98.96
1125001 1125100 0
1125201 1125300 0
1125701 1125800 0
1125901 1126000 77.535
1126401 1126500 76.515
1128801 1128900 74.475
1130101 1130200 93.859
1132001 1132100 42.848
1133801 1133900 91.818
1133901 1134000 20.404
1134001 1134100 101
1134101 1134200 45.909
1134501 1134600 73.455
1136101 1136200 72.434
1136501 1136600 51.01
1138501 1138600 101
1140401 1140500 51.01
1141201 1141300 0
1141301 1141400 8.162
1141701 1141800 25.505
1141901 1142000 17.343
1142201 1142300 20.404
1142601 1142700 58.152
1142701 1142800 23.465
1144301 1144400 34.687
1144701 1144800 3.061
1145301 1145400 85.697
1145401 1145500 53.051
1145601 1145700 38.768
1145801 1145900 101
1147901 1148000 93.859
1148901 1149000 92.838
1149001 1149100 42.848
1149601 1149700 24.485
1150001 1150100 86.717
1150701 1150800 52.03
1153101 1153200 48.97
1154201 1154300 18.364
1154701 1154800 87.737
1155301 1155400 88.758
1155701 1155800 54.071
1157101 1157200 51.01
1157401 1157500 25.505
1157801 1157900 84.677
1160301 1160400 73.455
1160901 1161000 0
1161601 1161700 49.99
1162601 1162700 32.646
1162701 1162800 39.788
1164801 1164900 77.535
1164901 1165000 2.04
1165501 1165600 98.96
1165601 1165700 88.758
1166101 1166200 101
1167301 1167400 101
1168501 1168600 67.333
1169501 1169600 0
1170101 1170200 58.152
1171001 1171100 0
1171101 1171200 68.354
1171401 1171500 64.273
1171901 1172000 13.263
1173401 1173500 36.727
1174201 1174300 40.808
1174601 1174700 48.97
1175101 1175200 98.96
1175601 1175700 2.04
1175901 1176000 17.343
1176101 1176200 58.152
1177901 1178000 26.525
1178201 1178300 25.505
1178301 1178400 34.687
1178701 1178800 87.737
1179101 1179200 101
1179201 1179300 67.333
1179401 1179500 47.949
1179501 1179600 101
1179701 1179800 48.97
1180001 1180100 82.636
1181601 1181700 88.758
1181901 1182000 101
1183001 1183100 40.808
1185001 1185100 51.01
1185301 1185400 101
1185401 1185500 29.586
1186601 1186700 0
1186801 1186900 35.707
1187401 1187500 48.97
1190501 1190600 42.848
1190701 1190800 42.848
1191201 1191300 8.162
1191501 1191600 2.04
1192601 1192700 42.848
1192901 1193000 0
1193001 1193100 68.354
1193601 1193700 41.828
1194401 1194500 93.859
1194601 1194700 65.293
1195101 1195200 0
1195601 1195700 2.04
1200001 1200100 20.404
1200301 1200400 101
1201201 1201300 51.01
1201501 1201600 101
1201901 1202000 34.687
1202401 1202500 36.727
1202601 1202700 43.869
1204001 1204100 101
1204201 1204300 29.586
1206501 1206600 18.364
1206601 1206700 47.949
1207301 1207400 38.768
1207601 1207700 3.061
1208501 1208600 54.071
1210001 1210100 58.152
1211001 1211100 1.02
1212701 1212800 53.051
1213301 1213400 63.253
1213501 1213600 43.869
1216101 1216200 19.384
1219401 1219500 33.667
1219701 1219800 49.99
1222101 1222200 2.04
1223101 1223200 42.848
1225001 1225100 20.404
1225101 1225200 76.515
1226101 1226200 2.04
1226401 1226500 27.545
1229801 1229900 68.354
1231001 1231100 0
1231701 1231800 22.444
1232201 1232300 10.202
1233901 1234000 97.939
1234201 1234300 70.394
1234301 1234400 101
1234401 1234500 25.505
1235701 1235800 2.04
1237301 1237400 52.03
1239301 1239400 55.091
1239801 1239900 83.657
1240501 1240600 12.242
1240801 1240900 64.273
1241501 1241600 0
1241701 1241800 25.505
1241901 1242000 38.768
1242301 1242400 31.626
1242501 1242600 14.283
1242701 1242800 55.091
1243901 1244000 51.01
1244201 1244300 87.737
1244401 1244500 64.273
1246101 1246200 0
1246401 1246500 73.455
1246901 1247000 26.525
1247301 1247400 63.253
1253701 1253800 19.384
1256201 1256300 2.04
1256301 1256400 38.768
1258001 1258100 101
1258601 1258700 101
1258701 1258800 44.889
1263101 1263200 66.313
1264701 1264800 1.02
1265301 1265400 42.848
1266001 1266100 0
1266601 1266700 14.283
1266901 1267000 11.222
1267201 1267300 40.808
1267301 1267400 52.03
1268401 1268500 2.04
1270001 1270100 55.091
1270101 1270200 27.545
1271801 1271900 48.97
1272401 1272500 31.626
1272601 1272700 35.707
1275201 1275300 47.949
1276601 1276700 25.505
1277101 1277200 1.02
1277601 1277700 80.596
1278001 1278100 38.768
1278101 1278200 33.667
1278801 1278900 43.869
1279001 1279100 54.071
1279601 1279700 101
1280101 1280200 27.545
1281001 1281100 39.788
1282901 1283000 21.424
1293501 1293600 61.212
1293801 1293900 1.02
1294001 1294100 3.061
1294701 1294800 79.576
1295201 1295300 2.04
1295801 1295900 46.929
1296901 1297000 51.01
1297901 1298000 2.04
1298701 1298800 2.04
1299001 1299100 40.808
1299701 1299800 51.01
1299901 1300000 92.838
1310101 1310200 17.343
1310201 1310300 30.606
1310501 1310600 30.606
1311401 1311500 99.98
1311701 1311800 55.091
1312101 1312200 52.03
1312801 1312900 3.061
1314001 1314100 53.051
1314101 1314200 1.02
1314501 1314600 22.444
1315401 1315500 2.04
1316001 1316100 54.071
1323501 1323600 54.071
1326801 1326900 43.869
1327501 1327600 64.273
1331601 1331700 47.949
1331901 1332000 58.152
1332201 1332300 37.747
1332401 1332500 72.434
1332601 1332700 47.949
1332701 1332800 0
1333201 1333300 4.081
1333401 1333500 18.364
1333901 1334000 101
1334101 1334200 51.01
1334701 1334800 2.04
1334901 1335000 38.768
1335801 1335900 3.061
1336001 1336100 53.051
1336701 1336800 101
1336901 1337000 3.061
1338801 1338900 17.343
1340701 1340800 26.525
1341301 1341400 31.626
1341401 1341500 91.818
1342001 1342100 37.747
1342301 1342400 0
1342901 1343000 1.02
1343701 1343800 1.02
1345601 1345700 3.061
1346001 1346100 2.04
1346601 1346700 16.323
1347101 1347200 24.485
1348201 1348300 26.525
1348601 1348700 54.071
1350401 1350500 78.556
1350501 1350600 6.121
1350601 1350700 38.768
1351201 1351300 60.192
1351501 1351600 2.04
1352601 1352700 60.192
1354101 1354200 2.04
1354501 1354600 99.98
1355801 1355900 31.626
1357801 1357900 101
1358901 1359000 43.869
1359201 1359300 35.707
1363001 1363100 29.586
1363101 1363200 57.131
1365401 1365500 42.848
1366001 1366100 26.525
1368401 1368500 56.111
1370401 1370500 49.99
1370501 1370600 37.747
1374101 1374200 2.04
1374301 1374400 51.01
1374401 1374500 40.808
1375401 1375500 51.01
1376401 1376500 29.586
1378901 1379000 20.404
1387001 1387100 0
1388001 1388100 16.323
1388101 1388200 36.727
1390101 1390200 89.778
1391201 1391300 82.636
1392401 1392500 19.384
1392501 1392600 27.545
1394201 1394300 62.232
1394701 1394800 89.778
1395101 1395200 20.404
1395801 1395900 2.04
1397001 1397100 25.505
1397401 1397500 14.283
1397501 1397600 98.96
1400501 1400600 36.727
1400901 1401000 41.828
1401801 1401900 29.586
1401901 1402000 26.525
1402701 1402800 94.879
1402801 1402900 76.515
1403001 1403100 35.707
1403301 1403400 45.909
1404401 1404500 58.152
1404901 1405000 43.869
1405001 1405100 2.04
1405101 1405200 26.525
1406001 1406100 19.384
1406301 1406400 101
1407101 1407200 0
1408001 1408100 0
1408601 1408700 48.97
1408701 1408800 35.707
1409201 1409300 0
1409801 1409900 52.03
1410001 1410100 101
1410601 1410700 22.444
1412701 1412800 16.323
1413401 1413500 52.03
1413801 1413900 0
1416001 1416100 101
1417001 1417100 36.727
1417801 1417900 58.152
1417901 1418000 57.131
1418801 1418900 2.04
1419201 1419300 26.525
1419301 1419400 41.828
1420401 1420500 62.232
1420701 1420800 94.879
1420901 1421000 45.909
1422901 1423000 25.505
1423601 1423700 38.768
1424301 1424400 20.404
1428701 1428800 2.04
1430801 1430900 38.768
1432401 1432500 29.586
1433101 1433200 57.131
1433701 1433800 35.707
1434201 1434300 25.505
1435101 1435200 14.283
1435801 1435900 21.424
1436601 1436700 6.121
1440701 1440800 27.545
1441701 1441800 32.646
1442501 1442600 19.384
1444901 1445000 1.02
1445101 1445200 71.414
1445201 1445300 41.828
1448001 1448100 8.162
1448301 1448400 6.121
1448401 1448500 5.101
1448501 1448600 57.131
1448601 1448700 10.202
1451701 1451800 31.626
1452901 1453000 38.768
1460101 1460200 19.384
1460501 1460600 25.505
1461201 1461300 29.586
1462001 1462100 21.424
1462201 1462300 44.889
1462801 1462900 15.303
1463901 1464000 33.667
1464001 1464100 0
1464201 1464300 82.636
1465301 1465400 11.222
1466401 1466500 6.121
1468001 1468100 40.808
1469501 1469600 5.101
1470301 1470400 4.081
1471301 1471400 65.293
1471901 1472000 20.404
1472201 1472300 16.323
1473401 1473500 44.889
1476201 1476300 49.99
1480201 1480300 89.778
1482701 1482800 49.99
1483201 1483300 101
1484001 1484100 36.727
1484101 1484200 10.202
1484301 1484400 28.566
1485101 1485200 55.091
1487501 1487600 0
1493401 1493500 101
1493901 1494000 101
1495201 1495300 55.091
1495301 1495400 40.808
1496701 1496800 5.101
1501901 1502000 31.626
1504501 1504600 22.444
1507001 1507100 59.172
1508301 1508400 56.111
1508901 1509000 0
1509101 1509200 74.475
1509201 1509300 101
1509601 1509700 34.687
1509901 1510000 41.828
1510201 1510300 83.657
1510501 1510600 96.919
1512001 1512100 45.909
1512901 1513000 46.929
1513001 1513100 66.313
1513201 1513300 87.737
1513401 1513500 0
1514101 1514200 52.03
1516001 1516100 0
1516401 1516500 45.909
1516801 1516900 39.788
1520201 1520300 88.758
1521401 1521500 22.444
1521501 1521600 36.727
1522001 1522100 1.02
1522401 1522500 39.788
1522601 1522700 28.566
1522701 1522800 15.303
1523001 1523100 35.707
1523501 1523600 2.04
1525601 1525700 0
1525701 1525800 25.505
1526201 1526300 101
1527101 1527200 35.707
1527201 1527300 13.263
1528401 1528500 61.212
1528501 1528600 39.788
1529001 1529100 15.303
1529601 1529700 101
1530101 1530200 101
1530301 1530400 40.808
1534801 1534900 81.616
1535601 1535700 49.99
1538401 1538500 28.566
1538801 1538900 29.586
1541801 1541900 61.212
1543101 1543200 31.626
1543701 1543800 2.04
1544701 1544800 23.465
1544801 1544900 44.889
1545401 1545500 72.434
1546201 1546300 29.586
1547901 1548000 38.768
1549301 1549400 35.707
1550501 1550600 1.02
1551101 1551200 29.586
1551401 1551500 101
1553001 1553100 96.919
1554101 1554200 56.111
1557101 1557200 15.303
1557401 1557500 47.949
1558001 1558100 57.131
1558301 1558400 51.01
1558501 1558600 101
1558801 1558900 78.556
1559001 1559100 2.04
1559901 1560000 95.899
1561001 1561100 53.051
1561801 1561900 34.687
1562201 1562300 46.929
1562501 1562600 1.02
1563601 1563700 40.808
1564601 1564700 46.929
1565501 1565600 7.141
1567601 1567700 25.505
1568301 1568400 4.081
1568801 1568900 0
1569001 1569100 72.434
1570601 1570700 54.071
1571301 1571400 27.545
1573301 1573400 30.606
1574001 1574100 0
1574801 1574900 24.485
1575101 1575200 24.485
1575401 1575500 51.01
1575901 1576000 101
1576501 1576600 45.909
1576701 1576800 19.384
1578301 1578400 29.586
1579401 1579500 71.414
1580201 1580300 2.04
1580701 1580800 35.707
1580801 1580900 29.586
1581301 1581400 22.444
1582201 1582300 59.172
1583501 1583600 101
1584001 1584100 1.02
1584201 1584300 101
1584301 1584400 42.848
1584401 1584500 2.04
1585601 1585700 101
1586201 1586300 2.04
1587001 1587100 0
1587301 1587400 89.778
1587501 1587600 6.121
1587801 1587900 86.717
1587901 1588000 12.242
1588301 1588400 0
1589701 1589800 13.263
1591501 1591600 11.222
1591601 1591700 12.242
1592101 1592200 8.162
1593001 1593100 46.929
1594101 1594200 31.626
1594401 1594500 23.465
1595501 1595600 41.828
1596401 1596500 30.606
1597501 1597600 69.374
1597801 1597900 31.626
1598101 1598200 95.899
1598201 1598300 25.505
1599201 1599300 46.929
1599801 1599900 85.697
1601001 1601100 0
1601401 1601500 14.283
1601601 1601700 13.263
1601701 1601800 11.222
1602501 1602600 51.01
1603601 1603700 30.606
1603901 1604000 74.475
1604801 1604900 19.384
1606101 1606200 0
1607101 1607200 40.808
1608201 1608300 13.263
1608601 1608700 0
1609101 1609200 17.343
1610101 1610200 43.869
1610201 1610300 84.677
1610401 1610500 17.343
1611601 1611700 28.566
1612401 1612500 56.111
1612701 1612800 46.929
1613901 1614000 25.505
1614401 1614500 39.788
1614601 1614700 53.051
1616701 1616800 25.505
1618501 1618600 55.091
1619701 1619800 4.081
1620601 1620700 101
1621301 1621400 18.364
1621501 1621600 72.434
1622201 1622300 9.182
1622601 1622700 43.869
1623001 1623100 48.97
1623601 1623700 67.333
1623701 1623800 17.343
1624301 1624400 49.99
1625001 1625100 2.04
1625301 1625400 0
1626901 1627000 95.899
1627301 1627400 45.909
1628301 1628400 69.374
1629801 1629900 0
1631101 1631200 58.152
1632001 1632100 57.131
1632301 1632400 30.606
1632701 1632800 42.848
1634401 1634500 0
1634501 1634600 97.939
1635601 1635700 52.03
1636001 1636100 31.626
1636101 1636200 9.182
1637401 1637500 26.525
1637801 1637900 23.465
1639101 1639200 58.152
1639501 1639600 0
1639801 1639900 29.586
1640101 1640200 28.566
1640601 1640700 0
1640801 1640900 51.01
1640901 1641000 39.788
1641301 1641400 8.162
1641401 1641500 79.576
1641501 1641600 60.192
1642001 1642100 93.859
1642601 1642700 28.566
1642801 1642900 21.424
1643101 1643200 7.141
1646201 1646300 28.566
1647401 1647500 0
1647601 1647700 0
1647701 1647800 60.192
1649201 1649300 20.404
1653701 1653800 43.869
1654001 1654100 3.061
1654201 1654300 0
1655201 1655300 19.384
1657301 1657400 70.394
1658501 1658600 6.121
1660201 1660300 4.081
1661801 1661900 95.899
1661901 1662000 54.071
1665001 1665100 4.081
1666301 1666400 24.485
1666701 1666800 73.455
1667301 1667400 63.253
1667501 1667600 26.525
1667601 1667700 61.212
1670001 1670100 89.778
1671201 1671300 2.04
1671501 1671600 46.929
1672201 1672300 58.152
1672801 1672900 44.889
1673101 1673200 62.232
1673801 1673900 22.444
1674401 1674500 17.343
1674701 1674800 36.727
1675801 1675900 57.131
1675901 1676000 65.293
1676201 1676300 25.505
1676701 1676800 3.061
1677401 1677500 0
1677701 1677800 28.566
1678601 1678700 66.313
1680001 1680100 101
1680301 1680400 84.677
1681401 1681500 4.081
1681601 1681700 65.293
1682101 1682200 19.384
1682301 1682400 49.99
1682401 1682500 17.343
1683301 1683400 27.545
1684601 1684700 24.485
1685501 1685600 67.333
1685901 1686000 28.566
1687101 1687200 84.677
1688201 1688300 13.263
1688401 1688500 88.758
1690501 1690600 26.525
1690601 1690700 21.424
1691501 1691600 41.828
1691701 1691800 23.465
1691901 1692000 23.465
1693201 1693300 101
1693401 1693500 101
1693701 1693800 33.667
1694001 1694100 101
1694301 1694400 52.03
1694601 1694700 51.01
1696201 1696300 1.02
1697101 1697200 101
1697301 1697400 48.97
1697501 1697600 29.586
1698601 1698700 43.869
1699001 1699100 76.515
1700401 1700500 27.545
1700501 1700600 23.465
1700601 1700700 69.374
1701501 1701600 72.434
1702701 1702800 38.768
1702801 1702900 16.323
1702901 1703000 13.263
1703201 1703300 65.293
1706301 1706400 40.808
1706701 1706800 16.323
1707501 1707600 67.333
1707801 1707900 21.424
1708401 1708500 32.646
1708801 1708900 55.091
1710401 1710500 0
1711101 1711200 34.687
1711501 1711600 11.222
1712301 1712400 0
1713301 1713400 101
1713801 1713900 94.879
1714101 1714200 0
1715501 1715600 19.384
1718201 1718300 0
1718301 1718400 67.333
1721501 1721600 4.081
1721601 1721700 8.162
1721801 1721900 101
1722301 1722400 28.566
1722701 1722800 27.545
1723501 1723600 21.424
1724001 1724100 73.455
1724301 1724400 14.283
1725801 1725900 76.515
1726301 1726400 46.929
1727001 1727100 0
1727601 1727700 33.667
1729801 1729900 76.515
1729901 1730000 16.323
1730001 1730100 0
1730501 1730600 10.202
1731401 1731500 3.061
1731801 1731900 70.394
1732301 1732400 29.586
1733101 1733200 2.04
1733601 1733700 101
1734001 1734100 73.455
1735601 1735700 22.444
1735701 1735800 63.253
1735901 1736000 72.434
1736301 1736400 99.98
1737301 1737400 34.687
1737501 1737600 45.909
1737901 1738000 61.212
1738001 1738100 26.525
1740201 1740300 10.202
1741401 1741500 14.283
1741501 1741600 2.04
1741601 1741700 1.02
1742401 1742500 12.242
1742701 1742800 66.313
1743801 1743900 48.97
1744701 1744800 28.566
1745301 1745400 70.394
1745401 1745500 26.525
1745501 1745600 53.051
1746201 1746300 48.97
1746301 1746400 45.909
1748501 1748600 101
1749101 1749200 29.586
1749401 1749500 0
1750101 1750200 79.576
1750501 1750600 57.131
1751001 1751100 0
1752101 1752200 44.889
1752701 1752800 71.414
1753401 1753500 10.202
1754901 1755000 95.899
1755501 1755600 13.263
1755901 1756000 79.576
1756401 1756500 73.455
1756801 1756900 67.333
1757101 1757200 101
1758501 1758600 44.889
1758601 1758700 54.071
1758801 1758900 36.727
1759201 1759300 86.717
1761901 1762000 4.081
1762401 1762500 45.909
1762501 1762600 22.444
1764001 1764100 33.667
1764301 1764400 13.263
1765201 1765300 48.97
1765401 1765500 25.505
1765901 1766000 101
1766201 1766300 70.394
1766401 1766500 16.323
1766501 1766600 101
1766801 1766900 31.626
1767701 1767800 0
1768501 1768600 2.04
1772401 1772500 22.444
1773701 1773800 4.081
1774101 1774200 101
1774701 1774800 2.04
1776401 1776500 97.939
1777601 1777700 28.566
1777801 1777900 98.96
1779201 1779300 101
1781401 1781500 43.869
1783101 1783200 68.354
1783201 1783300 28.566
1784101 1784200 96.919
1784501 1784600 72.434
1785601 1785700 3.061
1786601 1786700 60.192
1786801 1786900 37.747
1788501 1788600 0
1793801 1793900 59.172
