"lb" "ub" "rho"
825001 825100 56.111
825301 825400 0
825601 825700 6.121
825801 825900 101
826101 826200 0
826601 826700 44.889
831701 831800 0
832001 832100 2.04
832101 832200 0
833701 833800 86.717
834601 834700 92.838
835001 835100 101
835401 835500 44.889
836301 836400 46.929
836901 837000 101
838001 838100 52.03
841501 841600 2.04
841601 841700 9.182
842401 842500 13.263
842701 842800 57.131
843001 843100 0
844101 844200 14.283
844501 844600 73.455
845501 845600 45.909
846301 846400 2.04
846401 846500 1.02
847301 847400 101
847401 847500 0
847801 847900 1.02
850201 850300 1.02
850901 851000 97.939
852401 852500 40.808
852801 852900 59.172
853601 853700 26.525
854001 854100 3.061
854201 854300 94.879
854401 854500 39.788
854801 854900 64.273
857301 857400 0
858401 858500 40.808
861901 862000 0
862801 862900 72.434
863001 863100 81.616
864101 864200 91.818
868801 868900 101
869801 869900 0
871701 871800 2.04
872201 872300 56.111
878801 878900 95.899
881901 882000 40.808
885301 885400 29.586
887001 887100 39.788
889501 889600 3.061
890501 890600 55.091
890601 890700 3.061
893101 893200 0
894901 895000 3.061
895001 895100 41.828
896001 896100 0
896601 896700 95.899
897201 897300 0
898801 898900 0
899901 9e+05 63.253
900401 900500 42.848
902601 902700 8.162
906501 906600 96.919
906601 906700 1.02
907201 907300 0
907401 907500 0
907701 907800 51.01
910801 910900 2.04
910901 911000 92.838
912401 912500 3.061
919001 919100 40.808
923801 923900 48.97
924101 924200 1.02
926901 927000 22.444
927401 927500 46.929
927501 927600 0
927901 928000 2.04
929301 929400 22.444
930401 930500 35.707
932201 932300 23.465
937901 938000 78.556
938201 938300 41.828
940001 940100 29.586
942701 942800 101
948001 948100 0
948301 948400 28.566
948401 948500 25.505
949201 949300 97.939
950201 950300 28.566
951501 951600 0
952101 952200 38.768
952201 952300 45.909
954401 954500 39.788
956401 956500 20.404
957101 957200 47.949
957201 957300 0
963501 963600 16.323
963601 963700 24.485
963901 964000 30.606
964301 964400 28.566
964401 964500 0
964601 964700 2.04
964701 964800 101
965201 965300 101
965601 965700 60.192
965701 965800 2.04
973101 973200 90.798
974701 974800 35.707
978701 978800 26.525
980901 981000 51.01
981201 981300 46.929
984201 984300 0
984401 984500 101
984801 984900 0
987601 987700 37.747
991201 991300 23.465
993201 993300 63.253
1002201 1002300 17.343
1002701 1002800 84.677
1002901 1003000 27.545
1003001 1003100 6.121
1004501 1004600 0
1005601 1005700 101
1005701 1005800 0
1016201 1016300 101
1016701 1016800 95.899
1017101 1017200 80.596
1019201 1019300 59.172
1025201 1025300 68.354
1025701 1025800 0
1032801 1032900 42.848
1034401 1034500 92.838
1034501 1034600 2.04
1034801 1034900 2.04
1035201 1035300 52.03
1037601 1037700 49.99
1037701 1037800 54.071
1038501 1038600 62.232
1038601 1038700 47.949
1043801 1043900 13.263
1043901 1044000 31.626
1044901 1045000 44.889
1045001 1045100 101
1045101 1045200 0
1046601 1046700 65.293
1048101 1048200 66.313
1048201 1048300 101
1048401 1048500 98.96
1049601 1049700 0
1050001 1050100 98.96
1051001 1051100 1.02
1052101 1052200 53.051
1052501 1052600 71.414
1053601 1053700 45.909
1057001 1057100 52.03
1058801 1058900 20.404
1058901 1059000 96.919
1060001 1060100 79.576
1064101 1064200 2.04
1064601 1064700 80.596
1066701 1066800 47.949
1066901 1067000 23.465
1070501 1070600 101
1070901 1071000 21.424
1072701 1072800 16.323
1073601 1073700 60.192
1074401 1074500 17.343
1077101 1077200 87.737
1077601 1077700 0
1078601 1078700 101
1079901 1080000 101
1080201 1080300 45.909
1080301 1080400 0
1081901 1082000 101
1082401 1082500 64.273
1082501 1082600 55.091
1083601 1083700 49.99
1083801 1083900 73.455
1085601 1085700 2.04
1086201 1086300 2.04
1093901 1094000 27.545
1094001 1094100 101
1094301 1094400 97.939
1095701 1095800 2.04
1095901 1096000 1.02
1096401 1096500 34.687
1103301 1103400 47.949
1103701 1103800 101
1103801 1103900 0
1106701 1106800 0
1107001 1107100 40.808
1107301 1107400 0
1107401 1107500 1.02
1110601 1110700 51.01
1111201 1111300 43.869
1115701 1115800 2.04
1119001 1119100 3.061
1122201 1122300 64.273
1123201 1123300 22.444
1124701 1124800 13.263
1125701 1125800 43.869
1127601 1127700 0
1128701 1128800 101
1129501 1129600 2.04
1131301 1131400 2.04
1131501 1131600 99.98
1133801 1133900 57.131
1134001 1134100 78.556
1138801 1138900 38.768
1139301 1139400 40.808
1139501 1139600 101
1139601 1139700 32.646
1140701 1140800 101
1140801 1140900 1.02
1142801 1142900 48.97
1147601 1147700 67.333
1148601 1148700 41.828
1150001 1150100 101
1152501 1152600 32.646
1155501 1155600 29.586
1155901 1156000 23.465
1156301 1156400 32.646
1158701 1158800 34.687
1159401 1159500 98.96
1161101 1161200 3.061
1161401 1161500 101
1166001 1166100 101
1166101 1166200 25.505
1166601 1166700 101
1166701 1166800 57.131
1167901 1168000 63.253
1168301 1168400 101
1169301 1169400 45.909
1170401 1170500 41.828
1170601 1170700 93.859
1171001 1171100 3.061
1173901 1174000 0
1175001 1175100 0
1177801 1177900 33.667
1178201 1178300 101
1178501 1178600 40.808
1179501 1179600 27.545
1181001 1181100 76.515
1182401 1182500 40.808
1182501 1182600 32.646
1182601 1182700 92.838
1184201 1184300 101
1185501 1185600 2.04
1185701 1185800 0
1190201 1190300 3.061
1190401 1190500 87.737
1191301 1191400 35.707
1193501 1193600 60.192
1193901 1194000 24.485
1200701 1200800 0
1202401 1202500 101
1202601 1202700 63.253
1203601 1203700 96.919
1204201 1204300 18.364
1204401 1204500 101
1204901 1205000 101
1212501 1212600 26.525
1213701 1213800 0
1214001 1214100 47.949
1214401 1214500 51.01
1217401 1217500 99.98
1217601 1217700 54.071
1217901 1218000 49.99
1218001 1218100 31.626
1218401 1218500 70.394
1219901 1220000 46.929
1221701 1221800 63.253
1225201 1225300 59.172
1225401 1225500 0
1226801 1226900 51.01
1229001 1229100 47.949
1229201 1229300 61.212
1229901 1230000 0
1230501 1230600 69.374
1231001 1231100 101
1231101 1231200 58.152
1231501 1231600 101
1233701 1233800 28.566
1239601 1239700 21.424
1245701 1245800 32.646
1249701 1249800 65.293
1250001 1250100 52.03
1254001 1254100 45.909
1254601 1254700 0
1262601 1262700 47.949
1262801 1262900 18.364
1264301 1264400 101
1267201 1267300 83.657
1267501 1267600 101
1268601 1268700 46.929
1268801 1268900 0
1271201 1271300 0
1271601 1271700 8.162
1272201 1272300 1.02
1272301 1272400 38.768
1272901 1273000 101
1273201 1273300 33.667
1273501 1273600 0
1275001 1275100 99.98
1275501 1275600 37.747
1275701 1275800 43.869
1276001 1276100 44.889
1277401 1277500 101
1280501 1280600 38.768
1282101 1282200 0
1282501 1282600 0
1288701 1288800 78.556
1293401 1293500 101
1294101 1294200 101
1294801 1294900 21.424
1295701 1295800 61.212
1297401 1297500 101
1307901 1308000 1.02
1312101 1312200 101
1312601 1312700 38.768
1312701 1312800 30.606
1313301 1313400 46.929
1313401 1313500 0
1314201 1314300 2.04
1316001 1316100 3.061
1318501 1318600 3.061
1321401 1321500 0
1321601 1321700 0
1321901 1322000 39.788
1325301 1325400 3.061
1326801 1326900 38.768
1330601 1330700 67.333
1331401 1331500 48.97
1331801 1331900 4.081
1333001 1333100 51.01
1333901 1334000 101
1335901 1336000 36.727
1336401 1336500 2.04
1337401 1337500 39.788
1339401 1339500 35.707
1341901 1342000 92.838
1342501 1342600 17.343
1343201 1343300 14.283
1343401 1343500 2.04
1345801 1345900 95.899
1346801 1346900 26.525
1348201 1348300 101
1348401 1348500 85.697
1348501 1348600 77.535
1348901 1349000 101
1349401 1349500 1.02
1350701 1350800 67.333
1351301 1351400 101
1351401 1351500 40.808
1352801 1352900 24.485
1352901 1353000 75.495
1353001 1353100 37.747
1354001 1354100 24.485
1354201 1354300 29.586
1355401 1355500 0
1356701 1356800 26.525
1357801 1357900 12.242
1361001 1361100 90.798
1361801 1361900 43.869
1362901 1363000 55.091
1364101 1364200 93.859
1364301 1364400 13.263
1364501 1364600 49.99
1366701 1366800 75.495
1370101 1370200 21.424
1370201 1370300 60.192
1370401 1370500 27.545
1370701 1370800 32.646
1375301 1375400 53.051
1375901 1376000 0
1384801 1384900 2.04
1388301 1388400 101
1390501 1390600 35.707
1390801 1390900 90.798
1391601 1391700 51.01
1391701 1391800 0
1392401 1392500 101
1392501 1392600 31.626
1394201 1394300 0
1398301 1398400 69.374
1399001 1399100 2.04
1399201 1399300 67.333
1399401 1399500 32.646
1399701 1399800 65.293
1399901 1400000 60.192
1400701 1400800 0
1402601 1402700 2.04
1402901 1403000 95.899
1403301 1403400 62.232
1403701 1403800 20.404
1404701 1404800 2.04
1405001 1405100 12.242
1405201 1405300 101
1405401 1405500 0
1405501 1405600 101
1408501 1408600 43.869
1409201 1409300 81.616
1409701 1409800 0
1410901 1411000 48.97
1411801 1411900 90.798
1412101 1412200 18.364
1415201 1415300 31.626
1415401 1415500 87.737
1415601 1415700 76.515
1415701 1415800 2.04
1416301 1416400 0
1417101 1417200 66.313
1417201 1417300 2.04
1418201 1418300 8.162
1418501 1418600 0
1423501 1423600 3.061
1427201 1427300 68.354
1429901 1430000 7.141
1430601 1430700 24.485
1431901 1432000 101
1432101 1432200 2.04
1434301 1434400 101
1435401 1435500 27.545
1436401 1436500 38.768
1437901 1438000 65.293
1440601 1440700 27.545
1444301 1444400 2.04
1444801 1444900 20.404
1445801 1445900 30.606
1446001 1446100 2.04
1447401 1447500 68.354
1449301 1449400 84.677
1449501 1449600 101
1450901 1451000 1.02
1453201 1453300 51.01
1455001 1455100 1.02
1455201 1455300 101
1456401 1456500 101
1456501 1456600 0
1456601 1456700 21.424
1456701 1456800 101
1457001 1457100 0
1459301 1459400 0
1460301 1460400 0
1461201 1461300 2.04
1461301 1461400 24.485
1463901 1464000 2.04
1465501 1465600 56.111
1465901 1466000 92.838
1467101 1467200 45.909
1468101 1468200 99.98
1468601 1468700 84.677
1468901 1469000 61.212
1469701 1469800 68.354
1471501 1471600 31.626
1471701 1471800 66.313
1472101 1472200 0
1472201 1472300 0
1472301 1472400 67.333
1472401 1472500 1.02
1473301 1473400 0
1474701 1474800 60.192
1476101 1476200 56.111
1477401 1477500 101
1477801 1477900 101
1478101 1478200 0
1478501 1478600 3.061
1480601 1480700 57.131
1482301 1482400 93.859
1482901 1483000 90.798
1483201 1483300 0
1485901 1486000 68.354
1488401 1488500 45.909
1488901 1489000 23.465
1489001 1489100 2.04
1491301 1491400 68.354
1491901 1492000 96.919
1492501 1492600 99.98
1492601 1492700 51.01
1493301 1493400 41.828
1494001 1494100 83.657
1494201 1494300 17.343
1496001 1496100 101
1496201 1496300 54.071
1496501 1496600 51.01
1498101 1498200 101
1499001 1499100 22.444
1500101 1500200 64.273
1500401 1500500 101
1501101 1501200 98.96
1502301 1502400 101
1504301 1504400 81.616
1504801 1504900 30.606
1505101 1505200 47.949
1505701 1505800 101
1507901 1508000 46.929
1508701 1508800 18.364
1509301 1509400 43.869
1509501 1509600 57.131
1511701 1511800 87.737
1511901 1512000 26.525
1512001 1512100 23.465
1512101 1512200 42.848
1512601 1512700 2.04
1513301 1513400 0
1513601 1513700 71.414
1513701 1513800 2.04
1514401 1514500 0
1514501 1514600 0
1514901 1515000 0
1516001 1516100 96.919
1516701 1516800 46.929
1517101 1517200 0
1519401 1519500 38.768
1519901 1520000 55.091
1521301 1521400 39.788
1521401 1521500 74.475
1527801 1527900 0
1530201 1530300 99.98
1531701 1531800 54.071
1534601 1534700 4.081
1535101 1535200 43.869
1537801 1537900 0
1540001 1540100 43.869
1541601 1541700 101
1541701 1541800 2.04
1543401 1543500 0
1546201 1546300 101
1547301 1547400 57.131
1547601 1547700 0
1547701 1547800 37.747
1548001 1548100 59.172
1548101 1548200 101
1549701 1549800 51.01
1554701 1554800 1.02
1555201 1555300 0
1556001 1556100 54.071
1556701 1556800 1.02
1557001 1557100 36.727
1557401 1557500 43.869
1558401 1558500 101
1558701 1558800 101
1559401 1559500 1.02
1559701 1559800 101
1560701 1560800 21.424
1561401 1561500 13.263
1561501 1561600 101
1561601 1561700 46.929
1561701 1561800 44.889
1563801 1563900 0
1565001 1565100 101
1565901 1566000 3.061
1566001 1566100 98.96
1566601 1566700 56.111
1569301 1569400 3.061
1576801 1576900 40.808
1578001 1578100 3.061
1578101 1578200 0
1580601 1580700 2.04
1585101 1585200 2.04
1585401 1585500 2.04
1586201 1586300 0
1586301 1586400 1.02
1587201 1587300 2.04
1587701 1587800 1.02
1588301 1588400 36.727
1588601 1588700 48.97
1588801 1588900 26.525
1590101 1590200 80.596
1590901 1591000 49.99
1593201 1593300 22.444
1593701 1593800 2.04
1595501 1595600 101
1596001 1596100 22.444
1596301 1596400 18.364
1596401 1596500 1.02
1596701 1596800 3.061
1596801 1596900 0
1598501 1598600 101
1599301 1599400 0
1599501 1599600 95.899
1600601 1600700 20.404
1600701 1600800 0
1601501 1601600 99.98
1603001 1603100 97.939
1603101 1603200 1.02
1603201 1603300 53.051
1604501 1604600 25.505
1605001 1605100 2.04
1606001 1606100 35.707
1607801 1607900 99.98
1608501 1608600 101
1608701 1608800 15.303
1613101 1613200 53.051
1613701 1613800 1.02
1614001 1614100 13.263
1614801 1614900 1.02
1616001 1616100 1.02
1616401 1616500 20.404
1618101 1618200 61.212
1618501 1618600 10.202
1619701 1619800 87.737
1619801 1619900 80.596
1620101 1620200 101
1620801 1620900 89.778
1621001 1621100 2.04
1627501 1627600 35.707
1628801 1628900 88.758
1629501 1629600 93.859
1629801 1629900 6.121
1629901 1630000 51.01
1630101 1630200 1.02
1630801 1630900 62.232
1634601 1634700 101
1634701 1634800 101
1641301 1641400 101
1644401 1644500 2.04
1644701 1644800 48.97
1644901 1645000 45.909
1646301 1646400 48.97
1647801 1647900 46.929
1648701 1648800 98.96
1649601 1649700 101
1650201 1650300 41.828
1650401 1650500 46.929
1652001 1652100 28.566
1655701 1655800 27.545
1655801 1655900 67.333
1655901 1656000 101
1657101 1657200 77.535
1659501 1659600 78.556
1660101 1660200 69.374
1664201 1664300 42.848
1664901 1665000 64.273
1665901 1666000 72.434
1666701 1666800 0
1666801 1666900 46.929
1667301 1667400 44.889
1669701 1669800 71.414
1671601 1671700 84.677
1672501 1672600 92.838
1676501 1676600 45.909
1677401 1677500 32.646
1678801 1678900 31.626
1679501 1679600 15.303
1679601 1679700 34.687
1681601 1681700 31.626
1682101 1682200 0
1686701 1686800 99.98
1686801 1686900 2.04
1689501 1689600 40.808
1691401 1691500 56.111
1692801 1692900 45.909
1694701 1694800 34.687
1695901 1696000 0
1697201 1697300 0
1697501 1697600 39.788
1698601 1698700 98.96
1699401 1699500 1.02
1700501 1700600 24.485
1700601 1700700 0
1700701 1700800 72.434
1700801 1700900 0
1700901 1701000 25.505
1701301 1701400 53.051
1701601 1701700 76.515
1704001 1704100 26.525
1705201 1705300 0
1705801 1705900 34.687
1705901 1706000 40.808
1706601 1706700 24.485
1708701 1708800 51.01
1709601 1709700 3.061
1710801 1710900 36.727
1712001 1712100 40.808
1714901 1715000 21.424
1715201 1715300 35.707
1717601 1717700 56.111
1717701 1717800 98.96
1717901 1718000 61.212
1718201 1718300 38.768
1718401 1718500 34.687
1720401 1720500 36.727
1723801 1723900 57.131
1729101 1729200 0
1729901 1730000 71.414
1730101 1730200 0
1730401 1730500 4.081
1730601 1730700 20.404
1732401 1732500 51.01
1732801 1732900 101
1733101 1733200 29.586
1733601 1733700 44.889
1733701 1733800 33.667
1737801 1737900 3.061
1737901 1738000 101
1744301 1744400 101
1748101 1748200 95.899
1748201 1748300 27.545
1748301 1748400 0
1749001 1749100 2.04
1751201 1751300 2.04
1751401 1751500 84.677
1752101 1752200 2.04
1759701 1759800 35.707
1761001 1761100 24.485
1761201 1761300 101
1763201 1763300 19.384
1763401 1763500 1.02
1764901 1765000 37.747
1765301 1765400 42.848
1765801 1765900 75.495
1766301 1766400 48.97
1767701 1767800 101
1767901 1768000 0
1768401 1768500 0
1768501 1768600 49.99
1769001 1769100 1.02
1770501 1770600 41.828
1770801 1770900 101
1770901 1771000 1.02
1771801 1771900 0
1775001 1775100 0
1775601 1775700 17.343
1775701 1775800 43.869
1776601 1776700 52.03
1777101 1777200 0
1778401 1778500 85.697
1778601 1778700 101
1778901 1779000 2.04
1779001 1779100 44.889
1779201 1779300 44.889
1779601 1779700 46.929
1784501 1784600 18.364
1784701 1784800 41.828
1784801 1784900 16.323
1785101 1785200 41.828
1785401 1785500 28.566
1785601 1785700 7.141
1787401 1787500 1.02
1788801 1788900 58.152
1789301 1789400 61.212
1790501 1790600 49.99
1791101 1791200 99.98
1792201 1792300 15.303
1795301 1795400 48.97
1796401 1796500 0
1801201 1801300 3.061
1803001 1803100 26.525
1805201 1805300 8.162
1805401 1805500 25.505
1809901 1810000 51.01
1810501 1810600 43.869
1811501 1811600 20.404
1812101 1812200 0
1815801 1815900 64.273
1819801 1819900 67.333
1822501 1822600 79.576
1822701 1822800 13.263
1824001 1824100 65.293
1825201 1825300 53.051
1827701 1827800 46.929
1828701 1828800 14.283
1829101 1829200 60.192
1830001 1830100 99.98
1853601 1853700 62.232
1854501 1854600 57.131
1854601 1854700 47.949
1866301 1866400 101
1871501 1871600 99.98
1872001 1872100 43.869
1873501 1873600 101
1873801 1873900 26.525
1876501 1876600 19.384
1878101 1878200 0
1881201 1881300 1.02
1883201 1883300 101
1883901 1884000 63.253
1886301 1886400 98.96
1888201 1888300 91.818
1888301 1888400 101
1889001 1889100 101
1889801 1889900 30.606
1890901 1891000 34.687
1893801 1893900 101
1896201 1896300 53.051
1897901 1898000 65.293
1900001 1900100 69.374
1900401 1900500 29.586
1900901 1901000 56.111
1902201 1902300 2.04
1905001 1905100 101
1905201 1905300 0
1906101 1906200 60.192
1906801 1906900 3.061
1909301 1909400 39.788
1909401 1909500 0
1909901 1910000 99.98
1910001 1910100 101
1910801 1910900 22.444
1911501 1911600 85.697
1916001 1916100 39.788
1918401 1918500 101
1918501 1918600 58.152
1918701 1918800 95.899
1921901 1922000 27.545
1922401 1922500 2.04
1924201 1924300 91.818
1925601 1925700 0
1927201 1927300 101
1929201 1929300 97.939
1929401 1929500 71.414
1929701 1929800 2.04
1930701 1930800 101
1930801 1930900 67.333
1932901 1933000 52.03
1936201 1936300 36.727
1936401 1936500 101
1940401 1940500 10.202
1940601 1940700 1.02
1945101 1945200 88.758
1945501 1945600 31.626
1945701 1945800 20.404
1946101 1946200 101
1948001 1948100 29.586
1950501 1950600 98.96
1953001 1953100 0
1953501 1953600 46.929
1954801 1954900 20.404
1955301 1955400 87.737
1955601 1955700 49.99
1955701 1955800 0
1958801 1958900 84.677
1961001 1961100 2.04
1961101 1961200 15.303
1961301 1961400 30.606
1962701 1962800 1.02
1962801 1962900 13.263
1964701 1964800 101
1964901 1965000 0
1965001 1965100 60.192
1965501 1965600 33.667
1965601 1965700 76.515
1969901 1970000 0
1970201 1970300 99.98
1970301 1970400 46.929
1970501 1970600 28.566
1970601 1970700 0
1972001 1972100 57.131
1972201 1972300 44.889
1972501 1972600 62.232
1972801 1972900 101
1973301 1973400 30.606
1974901 1975000 68.354
1979101 1979200 41.828
1979501 1979600 2.04
1982001 1982100 2.04
1982101 1982200 90.798
1982601 1982700 25.505
1982801 1982900 2.04
1983001 1983100 82.636
1984001 1984100 27.545
1985301 1985400 63.253
1986701 1986800 46.929
1989301 1989400 2.04
1989801 1989900 0
1994201 1994300 48.97
1994401 1994500 0
1996501 1996600 15.303
1996601 1996700 4.081
1997301 1997400 38.768
1998201 1998300 87.737
1999601 1999700 53.051
2000401 2000500 0
2002601 2002700 1.02
2004001 2004100 3.061
2004701 2004800 0
2008701 2008800 43.869
2009601 2009700 0
2010101 2010200 3.061
2012101 2012200 66.313
2013501 2013600 48.97
2017601 2017700 0
2023501 2023600 94.879
2024301 2024400 101
2025701 2025800 98.96
2027301 2027400 40.808
2028701 2028800 82.636
2029601 2029700 0
2037501 2037600 0
2037901 2038000 1.02
2038501 2038600 3.061
2040001 2040100 22.444
2040201 2040300 2.04
2041501 2041600 40.808
2041901 2042000 27.545
2045201 2045300 43.869
2046401 2046500 23.465
2048901 2049000 3.061
2050301 2050400 42.848
2053501 2053600 1.02
2054101 2054200 19.384
2055401 2055500 60.192
2057501 2057600 1.02
2060401 2060500 14.283
2060501 2060600 59.172
2062801 2062900 43.869
2064801 2064900 46.929
2066501 2066600 3.061
2067201 2067300 24.485
2071301 2071400 26.525
2074701 2074800 12.242
2076101 2076200 67.333
2076801 2076900 2.04
2076901 2077000 38.768
2077001 2077100 101
2077701 2077800 1.02
2079101 2079200 39.788
2100101 2100200 0
2100201 2100300 11.222
2100501 2100600 21.424
2106301 2106400 30.606
2107101 2107200 2.04
2107501 2107600 13.263
2111101 2111200 101
2111201 2111300 25.505
2111301 2111400 66.313
2113601 2113700 101
2116201 2116300 22.444
2119701 2119800 9.182
2119901 2120000 1.02
2122201 2122300 33.667
2122601 2122700 27.545
2124001 2124100 96.919
2125501 2125600 5.101
2125601 2125700 101
2126401 2126500 29.586
2126901 2127000 3.061
2130001 2130100 97.939
2130701 2130800 101
2132701 2132800 101
2134401 2134500 54.071
2141701 2141800 55.091
2144101 2144200 38.768
2147901 2148000 38.768
2148301 2148400 42.848
2158401 2158500 45.909
2166601 2166700 81.616
2167301 2167400 0
2167901 2168000 0
2168001 2168100 49.99
2168101 2168200 2.04
2170401 2170500 0
2170701 2170800 2.04
2171401 2171500 13.263
2178001 2178100 0
2180501 2180600 3.061
2181801 2181900 60.192
2181901 2182000 12.242
2184101 2184200 67.333
2185401 2185500 8.162
2188501 2188600 20.404
2189701 2189800 76.515
2194701 2194800 16.323
2195601 2195700 28.566
2197501 2197600 0
2197701 2197800 30.606
2198601 2198700 0
2198801 2198900 37.747
2199301 2199400 84.677
2200001 2200100 22.444
2200201 2200300 57.131
2202601 2202700 81.616
2204901 2205000 98.96
2205301 2205400 73.455
2209201 2209300 47.949
2209601 2209700 6.121
2210201 2210300 49.99
2211401 2211500 101
2213501 2213600 28.566
2213601 2213700 22.444
2216101 2216200 57.131
2218501 2218600 29.586
2218701 2218800 101
2218901 2219000 86.717
